id,person_id,content_type,active_year,sort_order,is_introductory,domain_ids,review_status,reviewer,reviewed_at
jiao-xun-nature-capacity-through-practice,jiao-xun,position,1815,1,true,ethics-cultivation;education-hermeneutics,source-reviewed,codex-primary-source-pass,2026-07-17
ruan-yuan-ren-between-persons,ruan-yuan,position,1820,1,true,ethics-cultivation;names-language;education-hermeneutics,source-reviewed,codex-primary-source-pass,2026-07-17
wei-yuan-learn-foreign-techniques-for-strategic-agency,wei-yuan,position,1825,1,true,society-world;nature-technology;politics-governance,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
feng-guifen-chinese-ethics-western-techniques,feng-guifen,position,1861,1,true,history-culture;politics-governance;nature-technology,source-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
tan-sitong-ren-as-communication,tan-sitong,position,1885,1,true,tiandao-metaphysics;ethics-cultivation;politics-governance,source-reviewed,modern-primary-batch,2026-07-17
yan-fu-national-strength-people-capacity-intelligence-virtue,yan-fu,position,1885,1,true,politics-governance;education-hermeneutics;ethics-cultivation,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
kang-youwei-great-unity-abolish-national-boundaries,kang-youwei,position,1890,1,true,society-world;politics-governance,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
liang-qichao-renew-the-people,liang-qichao,position,1900,1,true,politics-governance;ethics-cultivation;education-hermeneutics;history-culture,source-reviewed,modern-primary-batch,2026-07-17
yan-fu-free-speech-civil-society,yan-fu,position,1903,2,false,politics-governance;ritual-law;history-culture,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-popular-sovereignty,sun-yat-sen,position,1905,1,true,politics-governance;ritual-law;history-culture,source-reviewed,modern-primary-batch,2026-07-17
zhang-taiyan-revolution-produces-public-reason-and-removes-custom,zhang-taiyan,position,1905,1,true,politics-governance;ritual-law;history-culture,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,he-zhen,position,1907,1,true,society-world;politics-governance,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
cai-yuanpei-education-personality,cai-yuanpei,position,1915,1,true,education-hermeneutics;ethics-cultivation;aesthetics-art,source-reviewed,modern-primary-batch,2026-07-17
hu-shi-hypothesis-verification-method,hu-shi,position,1919,2,false,knowledge-method;nature-technology;history-culture,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
liang-shuming-cultural-inward-moderation,liang-shuming,position,1921,1,true,history-culture;ethics-cultivation,source-reviewed,modern-confucian-source-pass,2026-07-17
zhang-junmai-mind-free-will-causality,zhang-junmai,position,1923,2,false,mind-human-nature;tiandao-metaphysics;nature-technology,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-livelihood-public-responsibility,sun-yat-sen,position,1924,2,false,politics-governance;society-world,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
hu-shi-problems-before-isms,hu-shi,position,1925,1,true,knowledge-method;politics-governance;history-culture,source-reviewed,modern-primary-batch,2026-07-17
xiong-shili-wisdom-nondual,xiong-shili,position,1932,1,true,knowledge-method;mind-human-nature;tiandao-metaphysics,source-reviewed,modern-confucian-source-pass,2026-07-17
xiong-shili-reality-internal-self-realization,xiong-shili,position,1932,2,false,tiandao-metaphysics;mind-human-nature;knowledge-method,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
lu-xun-selective-cultural-appropriation,lu-xun,position,1934,1,true,history-culture;aesthetics-art;knowledge-method,source-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
li-da-dialectics-logic-epistemology-unified-practical-philosophy,li-da,position,1935,1,true,knowledge-method;names-language,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
ma-yifu-six-arts-interconnected-hermeneutic-whole,ma-yifu,position,1935,1,true,education-hermeneutics;tiandao-metaphysics,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
zhang-dongsun-knowledge-culturally-and-linguistically-mediated,zhang-dongsun,position,1935,1,true,knowledge-method;names-language;history-culture,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
zhang-junmai-science-limited-before-free-life-outlook,zhang-junmai,position,1935,1,true,nature-technology;tiandao-metaphysics;ethics-cultivation,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
ai-siqi-philosophy-worldview-practical,ai-siqi,position,1936,1,true,knowledge-method;politics-governance;education-hermeneutics,source-reviewed,codex-zen-modern-source-review,2026-07-17
ai-siqi-philosophy-popular-language,ai-siqi,position,1936,2,false,education-hermeneutics;knowledge-method,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
mao-zedong-contradiction-particularity-method,mao-zedong,position,1937,2,false,knowledge-method;politics-governance,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
feng-youlan-true-real-realm,feng-youlan,position,1939,1,true,tiandao-metaphysics,source-reviewed,modern-confucian-source-pass,2026-07-17
feng-youlan-universal-particular-logical-analysis,feng-youlan,position,1940,2,false,tiandao-metaphysics;names-language;knowledge-method,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
he-lin-confucianism-organic-renewal,he-lin,position,1940,1,true,history-culture;education-hermeneutics;ethics-cultivation,source-reviewed,codex-zen-modern-source-review,2026-07-17
jin-yuelin-dao-formed-stuff-unity,jin-yuelin,position,1940,1,true,tiandao-metaphysics;names-language,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
mao-zedong-practice-truth,mao-zedong,position,1945,1,true,knowledge-method;nature-technology,source-reviewed,modern-primary-batch,2026-07-17
qian-mu-cultural-subjectivity-without-rejecting-western-methods,qian-mu,position,1945,1,true,history-culture;politics-governance,source-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
tang-junyi-human-spirit-intrinsic-value,tang-junyi,position,1953,1,true,history-culture;ethics-cultivation,source-reviewed,modern-confucian-source-pass,2026-07-17
fang-dongmei-universe-living-field,fang-dongmei,position,1960,1,true,tiandao-metaphysics;nature-technology;aesthetics-art,source-reviewed,codex-zen-modern-source-review,2026-07-17
xu-fuguan-embodied-moral-recognition,xu-fuguan,position,1963,2,false,ethics-cultivation;mind-human-nature;knowledge-method,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
xu-fuguan-heart-fasting-artistic-subject,xu-fuguan,position,1965,1,true,aesthetics-art;mind-human-nature;ethics-cultivation,source-reviewed,codex-zen-modern-source-review,2026-07-17
mou-zongsan-autonomy-known-practically,mou-zongsan,position,1971,1,true,ethics-cultivation;knowledge-method;mind-human-nature,source-reviewed,modern-confucian-source-pass,2026-07-17
mou-zongsan-moral-feelings-true-self,mou-zongsan,position,1975,2,false,ethics-cultivation;mind-human-nature;tiandao-metaphysics,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
tang-junyi-affective-connection-mind-world,tang-junyi,position,1977,2,false,mind-human-nature;knowledge-method;ethics-cultivation,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
lao-szekwang-fundamental-question-method,lao-sze-kwang,position,1980,1,true,education-hermeneutics;history-culture;knowledge-method,source-reviewed,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-real-social-practical-human,wang-ruoshui,position,1980,1,true,ethics-cultivation;politics-governance,source-reviewed,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-socialist-alienation-humanism,wang-ruoshui,position,1983,2,false,ethics-cultivation;politics-governance;society-world,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-subjectality-productive-practice,li-zehou,position,1985,1,true,knowledge-method;history-culture;aesthetics-art,source-reviewed,codex-primary-source-pass,2026-07-17
zhang-dainian-inclusive-harmony,zhang-dainian,position,1987,1,true,knowledge-method;ethics-cultivation;history-culture,source-reviewed,codex-zen-modern-source-review,2026-07-17
feng-qi-wisdom-general-epistemology,feng-qi,position,1988,2,false,knowledge-method;ethics-cultivation,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
zhang-dainian-creative-comprehensive-synthesis,zhang-dainian,position,1988,2,false,tiandao-metaphysics;history-culture,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-cultural-sedimentation-aesthetic-body,li-zehou,position,1989,2,false,aesthetics-art;history-culture;mind-human-nature,source-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
feng-qi-theory-into-method-and-virtue,feng-qi,position,1990,1,true,knowledge-method;ethics-cultivation,source-reviewed,codex-zen-modern-source-review,2026-07-17
zhang-shiying-difference-and-interconnection,zhang-shiying,position,1995,1,true,tiandao-metaphysics;education-hermeneutics;history-culture,source-reviewed,codex-zen-modern-source-review,2026-07-17
cheng-chung-ying-onto-hermeneutic-integration,cheng-chung-ying,position,2000,1,true,education-hermeneutics;tiandao-metaphysics;ethics-cultivation,source-reviewed,codex-primary-source-pass,2026-07-17
tu-weiming-anthropocosmic-embedded-humanity,tu-weiming,position,2001,1,true,nature-technology;ethics-cultivation;religion-transcendence,source-reviewed,codex-primary-source-pass,2026-07-17
wang-hui-depoliticization-naturalizes-power,wang-hui,position,2006,1,true,politics-governance;history-culture;society-world,source-reviewed,codex-primary-source-pass,2026-07-17
zhao-tingyang-world-as-political-unit,zhao-tingyang,position,2009,1,true,society-world;politics-governance;ethics-cultivation,source-reviewed,codex-primary-source-pass,2026-07-17
yang-guorong-concrete-metaphysics-authentic-being,yang-guorong,position,2011,1,true,tiandao-metaphysics;ethics-cultivation;knowledge-method,source-reviewed,codex-primary-source-pass,2026-07-17
robin-wang-yinyang-relational-generativity,robin-wang,position,2012,1,true,tiandao-metaphysics;nature-technology;society-world,source-reviewed,codex-primary-source-pass,2026-07-17
jiang-qing-triple-political-legitimacy,jiang-qing,position,2013,1,true,politics-governance;society-world;ethics-cultivation,source-reviewed,codex-primary-source-pass,2026-07-17
chen-lai-relational-value-priorities,chen-lai,position,2015,1,true,ethics-cultivation;history-culture;politics-governance,source-reviewed,codex-primary-source-pass,2026-07-17
huang-yong-self-other-one-body,huang-yong,position,2018,1,true,ethics-cultivation;mind-human-nature,source-reviewed,codex-primary-source-pass,2026-07-17
bai-tongdong-confucian-hybrid-regime,bai-tongdong,position,2019,1,true,politics-governance;ethics-cultivation;ritual-law,source-reviewed,codex-primary-source-pass,2026-07-17
li-chenyang-dynamic-harmony-through-difference,li-chenyang,position,2023,1,true,ethics-cultivation;politics-governance;tiandao-metaphysics,source-reviewed,codex-primary-source-pass,2026-07-17
