id,source_statement_id,target_statement_id,polarity,subtype,basis,direction,historical_influence,review_status,reviewer,reviewed_at,evidence_source_ids
density-c-00610bfe343d51,liezi-ceaseless-generation-transformation,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,similarity,editorial,undirected,conceptual-only,reviewed,density-low-degree-agent-2026-07-17,2026-07-17,src-liezi-tianrui-ctext;src-mayifu-liuyilun-zhexueyanjiu
density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable,fan-zhen-mind-function-of-body,ge-hong-immortality-learnable,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,src-fanzhen-shenmie;src-gehong-baopuzi-neipian
density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,huan-tan-spirit-dependent-on-body,ge-hong-immortality-learnable,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,src-gehong-baopuzi-neipian;src-hongmingji-xinlun-xingshen-ctext
density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,zhang-junmai-mind-free-will-causality,fan-zhen-mind-function-of-body,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-zhang-junmai-expansion;src-fanzhen-shenmie
density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,zhang-junmai-mind-free-will-causality,huan-tan-spirit-dependent-on-body,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-zhang-junmai-expansion;src-hongmingji-xinlun-xingshen-ctext
density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,fang-dongmei-universe-living-field,feng-youlan-true-real-realm,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-feng-youlan;src-fang-dongmei-chinese-life-quoted
density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,xiong-shili-reality-internal-self-realization,hu-shi-hypothesis-verification-method,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;sep-modern-confucianism-expansion-2023
density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,xiong-shili-reality-internal-self-realization,mao-zedong-practice-truth,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,mia-mao-on-practice;sep-modern-confucianism-expansion-2023
density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,zhang-junmai-science-limited-before-free-life-outlook,hu-shi-hypothesis-verification-method,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;src-zhangjunmai-iep
density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,hu-shi-problems-before-isms,ai-siqi-philosophy-worldview-practical,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,src-ai-siqi-dazhong-zhexue-fudan-study;wikisource-hushi-problems-isms
density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,mao-zedong-contradiction-particularity-method,feng-youlan-universal-particular-logical-analysis,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,iep-feng-youlan-expansion;mia-mao-on-contradiction-expansion
density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation,gu-yanwu-classics-ground-principle-learning,chen-xianzhang-stillness-moral-intimation,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,chen-xianzhang-mingshi;gu-yanwu-yu-qiushu
density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation,yan-yuan-learning-through-active-practice,chen-xianzhang-stillness-moral-intimation,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,chen-xianzhang-mingshi;yan-yuan-cunxue-bian
density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative,yan-yuan-knowledge-through-practice,zhu-xi-investigate-things-cumulative,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,yan-yuan-xizhai;zhu-xi-daxue-gewu
density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole,zhang-xuecheng-six-classics-are-history,ma-yifu-six-arts-interconnected-hermeneutic-whole,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,src-mayifu-liuyilun-zhexueyanjiu;zhang-xuecheng-yijiao
density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning,li-zhi-childlike-mind-authenticity,gu-yanwu-classics-ground-principle-learning,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,gu-yanwu-yu-qiushu;li-zhi-tongxinshuo
density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject,ji-kang-sound-without-emotion,xu-fuguan-heart-fasting-artistic-subject,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,src-jikang-shengwuailelun-ctext;src-xu-fuguan-art-spirit-manuscript
density-negative-57-zhuangzi-perspectives-xunzi-rectification-names,zhuangzi-perspectives,xunzi-rectification-names,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,ctext-xunzi;ctext-zhuangzi
density-negative-58-laozi-language-dao-xunzi-rectification-names,laozi-language-dao,xunzi-rectification-names,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,ctext-laozi;ctext-xunzi
density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names,gongsun-long-white-horse-not-horse,xunzi-rectification-names,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-negative-density-2026-07-17,2026-07-17,ctext-xunzi;src-gongsunlongzi-baimajun-ctext
density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance,zhuangzi-ten-thousand-one,dong-zhongshu-five-phases-governance,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-zhuangzi;src-chunqiu-fanlu-wuxing
density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance,liezi-ceaseless-generation-transformation,dong-zhongshu-five-phases-governance,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-chunqiu-fanlu-wuxing;src-liezi-tianrui-ctext
density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body,xunzi-heaven-constant,huan-tan-spirit-dependent-on-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-xunzi;src-hongmingji-xinlun-xingshen-ctext
density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance,mozi-will-heaven,dong-zhongshu-five-phases-governance,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-mozi;src-chunqiu-fanlu-wuxing
density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation,zhuangzi-no-fixed-self,yang-xiong-nature-mixed-cultivation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-zhuangzi;src-yangzi-fayan-xiushen-ctext
density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation,mencius-flood-like-qi,yang-xiong-nature-mixed-cultivation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-mengzi;src-yangzi-fayan-xiushen-ctext
density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation,mencius-moral-sprouts,yang-xiong-nature-mixed-cultivation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-mengzi;src-yangzi-fayan-xiushen-ctext
density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body,zhuangzi-ten-thousand-one,huan-tan-spirit-dependent-on-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-zhuangzi;src-hongmingji-xinlun-xingshen-ctext
density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation,xunzi-heaven-constant,wang-chong-spontaneous-generation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-xunzi;src-lunheng-ziran-ctext
density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women,xunzi-encouragement-learning,ban-zhao-educate-women,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-xunzi;src-banzhao-nvjie
density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women,xunzi-rightness-profit,ban-zhao-educate-women,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-xunzi;src-banzhao-nvjie
density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation,zhuangzi-ten-thousand-one,wang-chong-spontaneous-generation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-zhuangzi;src-lunheng-ziran-ctext
density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state,li-si-state-strength-through-inclusion,wang-fu-people-ground-state,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-jianzhukeshu-ctext;src-wangfu-qianfulun
density-xp-ancient-hantang-14-confucius-harmony-difference-sima-tan-six-schools-shared-governance,confucius-harmony-difference,sima-tan-six-schools-shared-governance,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-analects;src-shiji-taishigongzixu-ctext
density-xp-ancient-hantang-15-liezi-ceaseless-generation-transformation-huan-tan-spirit-dependent-on-body,liezi-ceaseless-generation-transformation,huan-tan-spirit-dependent-on-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-hongmingji-xinlun-xingshen-ctext;src-liezi-tianrui-ctext
density-xp-ancient-hantang-16-confucius-harmony-difference-sima-qian-death-value-by-purpose,confucius-harmony-difference,sima-qian-death-value-by-purpose,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-analects;src-hanshu-simaqian-ctext
density-xp-ancient-hantang-17-laozi-model-naturalness-liu-an-dao-encompasses-cosmos,laozi-model-naturalness,liu-an-dao-encompasses-cosmos,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-laozi;src-huainanzi-yuandao-ctext
density-xp-ancient-hantang-18-laozi-model-naturalness-liu-an-qi-differentiates-cosmos,laozi-model-naturalness,liu-an-qi-differentiates-cosmos,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ctext-laozi;src-huainanzi-tianwen-ctext
density-xp-hantang-songqing-01-zhi-dun-freedom-not-mere-satisfaction-wu-cheng-dao-within-mind,zhi-dun-freedom-not-mere-satisfaction,wu-cheng-dao-within-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-zhidun-xiaoyaolun-fragment;wu-cheng-benxinlouji
density-xp-hantang-songqing-02-zhi-dun-freedom-not-mere-satisfaction-wang-ji-four-nothings,zhi-dun-freedom-not-mere-satisfaction,wang-ji-four-nothings,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-zhidun-xiaoyaolun-fragment;wang-ji-tianquanzhengdao
density-xp-hantang-songqing-03-zongmi-sudden-awakening-gradual-cultivation-cheng-yi-nature-is-principle,zongmi-sudden-awakening-gradual-cultivation,cheng-yi-nature-is-principle,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,cheng-yi-yishu-xingli;src-zongmi-chanyuanxuqian-cbeta
density-xp-hantang-songqing-04-liu-zongyuan-heaven-human-separate-functions-shao-yong-cosmos-correlative-pairs,liu-zongyuan-heaven-human-separate-functions,shao-yong-cosmos-correlative-pairs,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,shao-yong-huangji-11;src-liuzongyuan-tianshuo
density-xp-hantang-songqing-05-zongmi-sudden-awakening-gradual-cultivation-cheng-yi-reverence-investigation,zongmi-sudden-awakening-gradual-cultivation,cheng-yi-reverence-investigation,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,cheng-yi-yishu-18;src-zongmi-chanyuanxuqian-cbeta
density-xp-hantang-songqing-06-li-ao-nature-obscured-by-emotions-cheng-yi-nature-is-principle,li-ao-nature-obscured-by-emotions,cheng-yi-nature-is-principle,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,cheng-yi-yishu-xingli;src-liao-fuxingshu
density-xp-hantang-songqing-07-mazu-mind-is-buddha-cheng-yi-nature-is-principle,mazu-mind-is-buddha,cheng-yi-nature-is-principle,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,cheng-yi-yishu-xingli;src-mazu-jingde
density-xp-hantang-songqing-08-linji-master-of-every-situation-lu-jiuyuan-mind-universe,linji-master-of-every-situation,lu-jiuyuan-mind-universe,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,lu-jiuyuan-nianpu-36;lu-jiuyuan-zashuo-22;src-linji-lu-t47
density-xp-hantang-songqing-09-zongmi-sudden-awakening-gradual-cultivation-hu-hong-nature-beyond-good-evil,zongmi-sudden-awakening-gradual-cultivation,hu-hong-nature-beyond-good-evil,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,hu-hong-zhiyan;src-zongmi-chanyuanxuqian-cbeta
density-xp-hantang-songqing-10-huangbo-one-mind-no-external-buddha-lu-jiuyuan-mind-universe,huangbo-one-mind-no-external-buddha,lu-jiuyuan-mind-universe,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,lu-jiuyuan-nianpu-36;lu-jiuyuan-zashuo-22;src-huangbo-chuanxin-t48
density-xp-hantang-songqing-11-li-ao-nature-obscured-by-emotions-hu-hong-nature-beyond-good-evil,li-ao-nature-obscured-by-emotions,hu-hong-nature-beyond-good-evil,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,hu-hong-zhiyan;src-liao-fuxingshu
density-xp-hantang-songqing-12-li-ao-nature-obscured-by-emotions-lu-jiuyuan-remove-obscurations-original-mind,li-ao-nature-obscured-by-emotions,lu-jiuyuan-remove-obscurations-original-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,lu-jiuyuan-yulu-benxin;src-liao-fuxingshu
density-xp-hantang-songqing-13-liu-zongyuan-heaven-human-separate-functions-zhu-xi-ren-generative-heart,liu-zongyuan-heaven-human-separate-functions,zhu-xi-ren-generative-heart,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-liuzongyuan-tianshuo;zhu-xi-renshuo
density-xp-hantang-songqing-14-liu-zongyuan-heaven-human-separate-functions-chen-liang-dao-within-things-affairs,liu-zongyuan-heaven-human-separate-functions,chen-liang-dao-within-things-affairs,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,chen-liang-jingshu-fati;src-liuzongyuan-tianshuo
density-xp-hantang-songqing-15-mazu-mind-is-buddha-hu-hong-nature-beyond-good-evil,mazu-mind-is-buddha,hu-hong-nature-beyond-good-evil,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,hu-hong-zhiyan;src-mazu-jingde
density-xp-hantang-songqing-16-mazu-mind-is-buddha-lu-jiuyuan-remove-obscurations-original-mind,mazu-mind-is-buddha,lu-jiuyuan-remove-obscurations-original-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,lu-jiuyuan-yulu-benxin;src-mazu-jingde
density-xp-hantang-songqing-17-shenhui-no-thought-and-nonaction-lu-jiuyuan-remove-obscurations-original-mind,shenhui-no-thought-and-nonaction,lu-jiuyuan-remove-obscurations-original-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,lu-jiuyuan-yulu-benxin;src-shenhui-xianzongji
density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,linji-master-of-every-situation,wu-cheng-dao-within-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-linji-lu-t47;wu-cheng-benxinlouji
density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,zhang-junmai-science-limited-before-free-life-outlook,fang-dongmei-universe-living-field,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-fang-dongmei-chinese-life-quoted;src-zhangjunmai-iep
density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,xiong-shili-reality-internal-self-realization,xu-fuguan-embodied-moral-recognition,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,xiong-shili-wisdom-nondual,xu-fuguan-embodied-moral-recognition,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-2023;sep-modern-confucianism-expansion-2023
density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,xiong-shili-reality-internal-self-realization,mou-zongsan-autonomy-known-practically,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-2023;sep-modern-confucianism-expansion-2023
density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,xiong-shili-wisdom-nondual,mou-zongsan-autonomy-known-practically,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-2023
density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,zhang-junmai-science-limited-before-free-life-outlook,mou-zongsan-moral-feelings-true-self,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023;src-zhangjunmai-iep
density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,xiong-shili-reality-internal-self-realization,mou-zongsan-moral-feelings-true-self,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,xiong-shili-wisdom-nondual,mou-zongsan-moral-feelings-true-self,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sep-modern-confucianism-2023;sep-modern-confucianism-expansion-2023
density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,hu-shi-problems-before-isms,zhang-dainian-inclusive-harmony,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-zhang-dainian-jianhe-tsinghua;wikisource-hushi-problems-isms
density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,zhang-junmai-science-limited-before-free-life-outlook,tu-weiming-anthropocosmic-embedded-humanity,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-zhangjunmai-iep;tu-ecological-turn-2001
density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,hu-shi-hypothesis-verification-method,zhang-dainian-inclusive-harmony,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;src-zhang-dainian-jianhe-tsinghua
density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,qian-mu-cultural-subjectivity-without-rejecting-western-methods,chen-lai-relational-value-priorities,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,chen-lai-core-values-2015;src-qianmu-political-institutions-ntu
density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,feng-youlan-universal-particular-logical-analysis,yang-guorong-concrete-metaphysics-authentic-being,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,iep-feng-youlan-expansion;yang-guorong-philosophical-horizons-2019
density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,wang-ruoshui-socialist-alienation-humanism,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,sage-wang-ruoshui-alienation-1984;src-hezhen-birth-chinese-feminism-cup
density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power,hu-shi-problems-before-isms,wang-hui-depoliticization-naturalizes-power,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,wang-hui-depoliticized-2006;wikisource-hushi-problems-isms
density-xp-modern-internal-16-sun-yat-sen-livelihood-public-responsibility-wang-hui-depoliticization-naturalizes-power,sun-yat-sen-livelihood-public-responsibility,wang-hui-depoliticization-naturalizes-power,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;wang-hui-depoliticized-2006
density-xp-modern-internal-17-sun-yat-sen-livelihood-public-responsibility-zhao-tingyang-world-as-political-unit,sun-yat-sen-livelihood-public-responsibility,zhao-tingyang-world-as-political-unit,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;zhao-tingyang-tianxia-2009
density-xp-modern-internal-18-sun-yat-sen-livelihood-public-responsibility-jiang-qing-triple-political-legitimacy,sun-yat-sen-livelihood-public-responsibility,jiang-qing-triple-political-legitimacy,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,iep-modern-chinese-expansion;jiang-qing-humane-authority-2013
density-xp-songqing-modern-01-chen-xianzhang-stillness-moral-intimation-tang-junyi-affective-connection-mind-world,chen-xianzhang-stillness-moral-intimation,tang-junyi-affective-connection-mind-world,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,chen-xianzhang-mingshi;sep-modern-confucianism-expansion-2023
density-xp-songqing-modern-02-jiao-xun-nature-capacity-through-practice-liang-qichao-renew-the-people,jiao-xun-nature-capacity-through-practice,liang-qichao-renew-the-people,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,jiao-xun-mengzi-zhengyi;wikisource-xinminshuo
density-xp-songqing-modern-03-jiao-xun-nature-capacity-through-practice-cai-yuanpei-education-personality,jiao-xun-nature-capacity-through-practice,cai-yuanpei-education-personality,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,jiao-xun-mengzi-zhengyi;wikisource-cai-education-1900
density-xp-songqing-modern-04-dai-zhen-li-fulfillment-feeling-tan-sitong-ren-as-communication,dai-zhen-li-fulfillment-feeling,tan-sitong-ren-as-communication,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,dai-zhen-mengzi-ziyi-li;wikisource-renxue
density-xp-songqing-modern-05-dai-zhen-li-fulfillment-feeling-yan-fu-national-strength-people-capacity-intelligence-virtue,dai-zhen-li-fulfillment-feeling,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,dai-zhen-mengzi-ziyi-li;src-yan-yuanqiang-wikisource
density-xp-songqing-modern-06-ruan-yuan-ren-between-persons-he-lin-confucianism-organic-renewal,ruan-yuan-ren-between-persons,he-lin-confucianism-organic-renewal,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ruan-yuan-lunren;src-he-lin-wenhua-yu-rensheng-scan
density-xp-songqing-modern-07-zhang-xuecheng-six-classics-are-history-liang-qichao-renew-the-people,zhang-xuecheng-six-classics-are-history,liang-qichao-renew-the-people,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,wikisource-xinminshuo;zhang-xuecheng-yijiao
density-xp-songqing-modern-08-dai-zhen-li-fulfillment-feeling-liang-qichao-renew-the-people,dai-zhen-li-fulfillment-feeling,liang-qichao-renew-the-people,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,dai-zhen-mengzi-ziyi-li;wikisource-xinminshuo
density-xp-songqing-modern-09-jiao-xun-nature-capacity-through-practice-he-lin-confucianism-organic-renewal,jiao-xun-nature-capacity-through-practice,he-lin-confucianism-organic-renewal,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,jiao-xun-mengzi-zhengyi;src-he-lin-wenhua-yu-rensheng-scan
density-xp-songqing-modern-10-gu-yanwu-everyone-responsible-for-tianxia-gong-zizhen-institutions-change-talent-judgment,gu-yanwu-everyone-responsible-for-tianxia,gong-zizhen-institutions-change-talent-judgment,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,gu-yanwu-zhengshi;src-gong-shangdaxueshishu-wikisource
density-xp-songqing-modern-11-zhang-xuecheng-six-classics-are-history-he-lin-confucianism-organic-renewal,zhang-xuecheng-six-classics-are-history,he-lin-confucianism-organic-renewal,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-he-lin-wenhua-yu-rensheng-scan;zhang-xuecheng-yijiao
