relation_id,source_claim_id,target_claim_id,polarity,subtype,basis,direction,historical_influence,evidence_review_status,relation_review_status,publish_status,reviewer,reviewed_at
density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,fang-dongmei-universe-living-field,feng-youlan-true-real-realm,negative,metaphysical-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,xiong-shili-reality-internal-self-realization,hu-shi-hypothesis-verification-method,negative,epistemic-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,xiong-shili-reality-internal-self-realization,mao-zedong-practice-truth,negative,epistemic-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,zhang-junmai-science-limited-before-free-life-outlook,hu-shi-hypothesis-verification-method,negative,science-scope-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,hu-shi-problems-before-isms,ai-siqi-philosophy-worldview-practical,negative,theory-problem-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,mao-zedong-contradiction-particularity-method,feng-youlan-universal-particular-logical-analysis,negative,universal-particular-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation,gu-yanwu-classics-ground-principle-learning,chen-xianzhang-stillness-moral-intimation,negative,learning-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation,yan-yuan-learning-through-active-practice,chen-xianzhang-stillness-moral-intimation,negative,learning-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative,yan-yuan-knowledge-through-practice,zhu-xi-investigate-things-cumulative,negative,learning-method-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole,zhang-xuecheng-six-classics-are-history,ma-yifu-six-arts-interconnected-hermeneutic-whole,negative,classics-interpretation-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning,li-zhi-childlike-mind-authenticity,gu-yanwu-classics-ground-principle-learning,negative,authority-authenticity-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject,ji-kang-sound-without-emotion,xu-fuguan-heart-fasting-artistic-subject,negative,aesthetic-subject-object-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-57-zhuangzi-perspectives-xunzi-rectification-names,zhuangzi-perspectives,xunzi-rectification-names,negative,language-order-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-58-laozi-language-dao-xunzi-rectification-names,laozi-language-dao,xunzi-rectification-names,negative,language-order-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names,gongsun-long-white-horse-not-horse,xunzi-rectification-names,negative,language-analysis-contrast,analytical-contrast-between-reviewed-claims-with-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-negative-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance,zhuangzi-ten-thousand-one,dong-zhongshu-five-phases-governance,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance,liezi-ceaseless-generation-transformation,dong-zhongshu-five-phases-governance,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body,xunzi-heaven-constant,huan-tan-spirit-dependent-on-body,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance,mozi-will-heaven,dong-zhongshu-five-phases-governance,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation,zhuangzi-no-fixed-self,yang-xiong-nature-mixed-cultivation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation,mencius-flood-like-qi,yang-xiong-nature-mixed-cultivation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation,mencius-moral-sprouts,yang-xiong-nature-mixed-cultivation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body,zhuangzi-ten-thousand-one,huan-tan-spirit-dependent-on-body,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation,xunzi-heaven-constant,wang-chong-spontaneous-generation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women,xunzi-encouragement-learning,ban-zhao-educate-women,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women,xunzi-rightness-profit,ban-zhao-educate-women,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation,zhuangzi-ten-thousand-one,wang-chong-spontaneous-generation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state,li-si-state-strength-through-inclusion,wang-fu-people-ground-state,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-14-confucius-harmony-difference-sima-tan-six-schools-shared-governance,confucius-harmony-difference,sima-tan-six-schools-shared-governance,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-15-liezi-ceaseless-generation-transformation-huan-tan-spirit-dependent-on-body,liezi-ceaseless-generation-transformation,huan-tan-spirit-dependent-on-body,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-16-confucius-harmony-difference-sima-qian-death-value-by-purpose,confucius-harmony-difference,sima-qian-death-value-by-purpose,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-17-laozi-model-naturalness-liu-an-dao-encompasses-cosmos,laozi-model-naturalness,liu-an-dao-encompasses-cosmos,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-18-laozi-model-naturalness-liu-an-qi-differentiates-cosmos,laozi-model-naturalness,liu-an-qi-differentiates-cosmos,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-01-zhi-dun-freedom-not-mere-satisfaction-wu-cheng-dao-within-mind,zhi-dun-freedom-not-mere-satisfaction,wu-cheng-dao-within-mind,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-02-zhi-dun-freedom-not-mere-satisfaction-wang-ji-four-nothings,zhi-dun-freedom-not-mere-satisfaction,wang-ji-four-nothings,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-03-zongmi-sudden-awakening-gradual-cultivation-cheng-yi-nature-is-principle,zongmi-sudden-awakening-gradual-cultivation,cheng-yi-nature-is-principle,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-04-liu-zongyuan-heaven-human-separate-functions-shao-yong-cosmos-correlative-pairs,liu-zongyuan-heaven-human-separate-functions,shao-yong-cosmos-correlative-pairs,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-05-zongmi-sudden-awakening-gradual-cultivation-cheng-yi-reverence-investigation,zongmi-sudden-awakening-gradual-cultivation,cheng-yi-reverence-investigation,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-06-li-ao-nature-obscured-by-emotions-cheng-yi-nature-is-principle,li-ao-nature-obscured-by-emotions,cheng-yi-nature-is-principle,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-07-mazu-mind-is-buddha-cheng-yi-nature-is-principle,mazu-mind-is-buddha,cheng-yi-nature-is-principle,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-08-linji-master-of-every-situation-lu-jiuyuan-mind-universe,linji-master-of-every-situation,lu-jiuyuan-mind-universe,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-09-zongmi-sudden-awakening-gradual-cultivation-hu-hong-nature-beyond-good-evil,zongmi-sudden-awakening-gradual-cultivation,hu-hong-nature-beyond-good-evil,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-10-huangbo-one-mind-no-external-buddha-lu-jiuyuan-mind-universe,huangbo-one-mind-no-external-buddha,lu-jiuyuan-mind-universe,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-11-li-ao-nature-obscured-by-emotions-hu-hong-nature-beyond-good-evil,li-ao-nature-obscured-by-emotions,hu-hong-nature-beyond-good-evil,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-12-li-ao-nature-obscured-by-emotions-lu-jiuyuan-remove-obscurations-original-mind,li-ao-nature-obscured-by-emotions,lu-jiuyuan-remove-obscurations-original-mind,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-13-liu-zongyuan-heaven-human-separate-functions-zhu-xi-ren-generative-heart,liu-zongyuan-heaven-human-separate-functions,zhu-xi-ren-generative-heart,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-14-liu-zongyuan-heaven-human-separate-functions-chen-liang-dao-within-things-affairs,liu-zongyuan-heaven-human-separate-functions,chen-liang-dao-within-things-affairs,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-15-mazu-mind-is-buddha-hu-hong-nature-beyond-good-evil,mazu-mind-is-buddha,hu-hong-nature-beyond-good-evil,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-16-mazu-mind-is-buddha-lu-jiuyuan-remove-obscurations-original-mind,mazu-mind-is-buddha,lu-jiuyuan-remove-obscurations-original-mind,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-17-shenhui-no-thought-and-nonaction-lu-jiuyuan-remove-obscurations-original-mind,shenhui-no-thought-and-nonaction,lu-jiuyuan-remove-obscurations-original-mind,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,linji-master-of-every-situation,wu-cheng-dao-within-mind,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,zhang-junmai-science-limited-before-free-life-outlook,fang-dongmei-universe-living-field,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,xiong-shili-reality-internal-self-realization,xu-fuguan-embodied-moral-recognition,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,xiong-shili-wisdom-nondual,xu-fuguan-embodied-moral-recognition,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,xiong-shili-reality-internal-self-realization,mou-zongsan-autonomy-known-practically,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,xiong-shili-wisdom-nondual,mou-zongsan-autonomy-known-practically,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,zhang-junmai-science-limited-before-free-life-outlook,mou-zongsan-moral-feelings-true-self,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,xiong-shili-reality-internal-self-realization,mou-zongsan-moral-feelings-true-self,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,xiong-shili-wisdom-nondual,mou-zongsan-moral-feelings-true-self,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,hu-shi-problems-before-isms,zhang-dainian-inclusive-harmony,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,zhang-junmai-science-limited-before-free-life-outlook,tu-weiming-anthropocosmic-embedded-humanity,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,hu-shi-hypothesis-verification-method,zhang-dainian-inclusive-harmony,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,qian-mu-cultural-subjectivity-without-rejecting-western-methods,chen-lai-relational-value-priorities,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,feng-youlan-universal-particular-logical-analysis,yang-guorong-concrete-metaphysics-authentic-being,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,wang-ruoshui-socialist-alienation-humanism,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power,hu-shi-problems-before-isms,wang-hui-depoliticization-naturalizes-power,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-16-sun-yat-sen-livelihood-public-responsibility-wang-hui-depoliticization-naturalizes-power,sun-yat-sen-livelihood-public-responsibility,wang-hui-depoliticization-naturalizes-power,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-17-sun-yat-sen-livelihood-public-responsibility-zhao-tingyang-world-as-political-unit,sun-yat-sen-livelihood-public-responsibility,zhao-tingyang-world-as-political-unit,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-modern-internal-18-sun-yat-sen-livelihood-public-responsibility-jiang-qing-triple-political-legitimacy,sun-yat-sen-livelihood-public-responsibility,jiang-qing-triple-political-legitimacy,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-01-chen-xianzhang-stillness-moral-intimation-tang-junyi-affective-connection-mind-world,chen-xianzhang-stillness-moral-intimation,tang-junyi-affective-connection-mind-world,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-02-jiao-xun-nature-capacity-through-practice-liang-qichao-renew-the-people,jiao-xun-nature-capacity-through-practice,liang-qichao-renew-the-people,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-03-jiao-xun-nature-capacity-through-practice-cai-yuanpei-education-personality,jiao-xun-nature-capacity-through-practice,cai-yuanpei-education-personality,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-04-dai-zhen-li-fulfillment-feeling-tan-sitong-ren-as-communication,dai-zhen-li-fulfillment-feeling,tan-sitong-ren-as-communication,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-05-dai-zhen-li-fulfillment-feeling-yan-fu-national-strength-people-capacity-intelligence-virtue,dai-zhen-li-fulfillment-feeling,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-06-ruan-yuan-ren-between-persons-he-lin-confucianism-organic-renewal,ruan-yuan-ren-between-persons,he-lin-confucianism-organic-renewal,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-07-zhang-xuecheng-six-classics-are-history-liang-qichao-renew-the-people,zhang-xuecheng-six-classics-are-history,liang-qichao-renew-the-people,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-08-dai-zhen-li-fulfillment-feeling-liang-qichao-renew-the-people,dai-zhen-li-fulfillment-feeling,liang-qichao-renew-the-people,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-09-jiao-xun-nature-capacity-through-practice-he-lin-confucianism-organic-renewal,jiao-xun-nature-capacity-through-practice,he-lin-confucianism-organic-renewal,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-10-gu-yanwu-everyone-responsible-for-tianxia-gong-zizhen-institutions-change-talent-judgment,gu-yanwu-everyone-responsible-for-tianxia,gong-zizhen-institutions-change-talent-judgment,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-11-zhang-xuecheng-six-classics-are-history-he-lin-confucianism-organic-renewal,zhang-xuecheng-six-classics-are-history,he-lin-confucianism-organic-renewal,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-12-zhang-xuecheng-way-never-separate-instruments-ma-yifu-six-arts-interconnected-hermeneutic-whole,zhang-xuecheng-way-never-separate-instruments,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-13-huang-zongxi-law-public-not-dynastic-wei-yuan-learn-foreign-techniques-for-strategic-agency,huang-zongxi-law-public-not-dynastic,wei-yuan-learn-foreign-techniques-for-strategic-agency,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
