relation_id,source_id,locator,excerpt_id,evidence_role,evidence_status,reviewer,reviewed_at
density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,ex-ge-hong-immortality-learnable,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,ex-density-negative-41-fan-zhen-mind-function-of-body-ge-hong-immortality-learnable-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,ex-ge-hong-immortality-learnable,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,ex-density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-huan-tan-spirit-dependent-on-body,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,iep-zhang-junmai-expansion,"section 2, paragraphs 7–10",ex-zhang-junmai-mind-free-will-causality,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,src-fanzhen-shenmie,《梁書》卷四十八〈儒林·范縝傳〉所载〈神滅論〉开篇问答,ex-fan-zhen-mind-function-of-body,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body,src-fanzhen-shenmie,《梁書》卷四十八〈儒林·范縝傳〉所载〈神滅論〉开篇问答,ex-density-negative-43-zhang-junmai-mind-free-will-causality-fan-zhen-mind-function-of-body-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,iep-zhang-junmai-expansion,"section 2, paragraphs 7–10",ex-zhang-junmai-mind-free-will-causality,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-huan-tan-spirit-dependent-on-body,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-density-negative-44-zhang-junmai-mind-free-will-causality-huan-tan-spirit-dependent-on-body-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,iep-feng-youlan,"Philosophy, paragraph 2; section 3, paragraph 1",ex-feng-youlan-true-real-realm,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,iep-feng-youlan,"Philosophy, paragraph 2; section 3, paragraph 1",ex-density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-45-fang-dongmei-universe-living-field-feng-youlan-true-real-realm,src-fang-dongmei-chinese-life-quoted,《中国人生哲学》1985年第6版，第114—115页；网页注xiv所引段落,ex-fang-dongmei-universe-living-field,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",ex-hu-shi-hypothesis-verification-method,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",ex-density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-46-xiong-shili-reality-internal-self-realization-hu-shi-hypothesis-verification-method,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,mia-mao-on-practice,《实践论》结论部分,ex-mao-zedong-practice-truth,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,mia-mao-on-practice,《实践论》结论部分,ex-density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-47-xiong-shili-reality-internal-self-realization-mao-zedong-practice-truth,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",ex-hu-shi-hypothesis-verification-method,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",ex-density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-48-zhang-junmai-science-limited-before-free-life-outlook-hu-shi-hypothesis-verification-method,src-zhangjunmai-iep,第2节“The Debate of 1923 and Zhang's Moral Metaphysics”，第2—5段,ex-zhang-junmai-science-limited-before-free-life-outlook,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,src-ai-siqi-dazhong-zhexue-fudan-study,PDF第3—4页，讨论艾思奇《大众哲学》“哲学就是关于世界观的学问”定义段,ex-ai-siqi-philosophy-worldview-practical,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,src-ai-siqi-dazhong-zhexue-fudan-study,PDF第3—4页，讨论艾思奇《大众哲学》“哲学就是关于世界观的学问”定义段,ex-density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical,wikisource-hushi-problems-isms,《问题与主义》第一节,ex-hu-shi-problems-before-isms,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,iep-feng-youlan-expansion,"section 2.b, paragraphs 2–4",ex-feng-youlan-universal-particular-logical-analysis,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,iep-feng-youlan-expansion,"section 2.b, paragraphs 2–4",ex-density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-50-mao-zedong-contradiction-particularity-method-feng-youlan-universal-particular-logical-analysis,mia-mao-on-contradiction-expansion,《矛盾论》第四节‘主要的矛盾和主要的矛盾方面’末段,ex-mao-zedong-contradiction-particularity-method,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation,chen-xianzhang-mingshi,《明史》卷二百八十三〈陈献章传〉论其教学法段,ex-chen-xianzhang-stillness-moral-intimation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation,chen-xianzhang-mingshi,《明史》卷二百八十三〈陈献章传〉论其教学法段,ex-density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-51-gu-yanwu-classics-ground-principle-learning-chen-xianzhang-stillness-moral-intimation,gu-yanwu-yu-qiushu,《亭林文集》卷三〈与友人论学书〉,ex-gu-yanwu-classics-ground-principle-learning,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation,chen-xianzhang-mingshi,《明史》卷二百八十三〈陈献章传〉论其教学法段,ex-chen-xianzhang-stillness-moral-intimation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation,chen-xianzhang-mingshi,《明史》卷二百八十三〈陈献章传〉论其教学法段,ex-density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-52-yan-yuan-learning-through-active-practice-chen-xianzhang-stillness-moral-intimation,yan-yuan-cunxue-bian,《存学编》〈性理评〉首段,ex-yan-yuan-learning-through-active-practice,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative,yan-yuan-xizhai,《习斋记余》卷三〈答齐笃公秀才书〉,ex-yan-yuan-knowledge-through-practice,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative,zhu-xi-daxue-gewu,《大学章句》格物致知补传,ex-zhu-xi-investigate-things-cumulative,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative,zhu-xi-daxue-gewu,《大学章句》格物致知补传,ex-density-negative-53-yan-yuan-knowledge-through-practice-zhu-xi-investigate-things-cumulative-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole,src-mayifu-liuyilun-zhexueyanjiu,论文摘要，第3—4句，论“道—道术”层次与诠释学循环,ex-ma-yifu-six-arts-interconnected-hermeneutic-whole,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole,src-mayifu-liuyilun-zhexueyanjiu,论文摘要，第3—4句，论“道—道术”层次与诠释学循环,ex-density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-54-zhang-xuecheng-six-classics-are-history-ma-yifu-six-arts-interconnected-hermeneutic-whole,zhang-xuecheng-yijiao,《文史通义》内篇一〈易教上〉开篇,ex-zhang-xuecheng-six-classics-are-history,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning,gu-yanwu-yu-qiushu,《亭林文集》卷三〈与友人论学书〉,ex-gu-yanwu-classics-ground-principle-learning,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning,gu-yanwu-yu-qiushu,《亭林文集》卷三〈与友人论学书〉,ex-density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-55-li-zhi-childlike-mind-authenticity-gu-yanwu-classics-ground-principle-learning,li-zhi-tongxinshuo,《焚书》卷三〈童心说〉开篇,ex-li-zhi-childlike-mind-authenticity,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject,src-jikang-shengwuailelun-ctext,《嵇中散集》卷五〈聲無哀樂論〉，东野主人答秦客“声音有自然之和”段,ex-ji-kang-sound-without-emotion,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject,src-xu-fuguan-art-spirit-manuscript,PDF第73—93页，〈第六节 心斋与知觉活动〉开篇及〈艺术精神的主体〉段,ex-xu-fuguan-heart-fasting-artistic-subject,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject,src-xu-fuguan-art-spirit-manuscript,PDF第73—93页，〈第六节 心斋与知觉活动〉开篇及〈艺术精神的主体〉段,ex-density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-57-zhuangzi-perspectives-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-xunzi-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-57-zhuangzi-perspectives-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-density-negative-57-zhuangzi-perspectives-xunzi-rectification-names-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-57-zhuangzi-perspectives-xunzi-rectification-names,ctext-zhuangzi,Zhuangzi 2 / 《庄子·齐物论》,ex-zhuangzi-perspectives,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-58-laozi-language-dao-xunzi-rectification-names,ctext-laozi,Dao De Jing 1 / 《道德经》第一章,ex-laozi-language-dao,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-58-laozi-language-dao-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-xunzi-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-58-laozi-language-dao-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-density-negative-58-laozi-language-dao-xunzi-rectification-names-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-xunzi-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names-1,located-target-claim-support,locator-reviewed,codex-negative-density-2026-07-17,2026-07-17
density-negative-59-gongsun-long-white-horse-not-horse-xunzi-rectification-names,src-gongsunlongzi-baimajun-ctext,《公孙龙子·白马论》开篇及“求马”“求白马”论证段,ex-gongsun-long-white-horse-not-horse,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance,ctext-zhuangzi,Zhuangzi 2 / 《庄子·齐物论》,ex-zhuangzi-ten-thousand-one,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-dong-zhongshu-five-phases-governance,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-density-xp-ancient-hantang-01-zhuangzi-ten-thousand-one-dong-zhongshu-five-phases-governance-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-dong-zhongshu-five-phases-governance,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-02-liezi-ceaseless-generation-transformation-dong-zhongshu-five-phases-governance,src-liezi-tianrui-ctext,《列子·天瑞》“生者不能不生”段,ex-liezi-ceaseless-generation-transformation,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body,ctext-xunzi,Xunzi 17 / 《荀子·天论》,ex-xunzi-heaven-constant,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-huan-tan-spirit-dependent-on-body,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-density-xp-ancient-hantang-03-xunzi-heaven-constant-huan-tan-spirit-dependent-on-body-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance,ctext-mozi,Mozi: Will of Heaven / 《墨子·天志》,ex-mozi-will-heaven,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-dong-zhongshu-five-phases-governance,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-density-xp-ancient-hantang-04-mozi-will-heaven-dong-zhongshu-five-phases-governance-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation,ctext-zhuangzi,Zhuangzi 1 / 《庄子·逍遥游》,ex-zhuangzi-no-fixed-self,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-yang-xiong-nature-mixed-cultivation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-density-xp-ancient-hantang-05-zhuangzi-no-fixed-self-yang-xiong-nature-mixed-cultivation-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation,ctext-mengzi,Mengzi 2A.2 / 《孟子·公孙丑上》,ex-mencius-flood-like-qi,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-yang-xiong-nature-mixed-cultivation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-density-xp-ancient-hantang-06-mencius-flood-like-qi-yang-xiong-nature-mixed-cultivation-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation,ctext-mengzi,Mengzi 2A.6 / 《孟子·公孙丑上》,ex-mencius-moral-sprouts,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-yang-xiong-nature-mixed-cultivation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation,src-yangzi-fayan-xiushen-ctext,《扬子法言·修身卷第三》“人之性也善恶混”章,ex-density-xp-ancient-hantang-07-mencius-moral-sprouts-yang-xiong-nature-mixed-cultivation-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body,ctext-zhuangzi,Zhuangzi 2 / 《庄子·齐物论》,ex-zhuangzi-ten-thousand-one,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-huan-tan-spirit-dependent-on-body,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,ex-density-xp-ancient-hantang-08-zhuangzi-ten-thousand-one-huan-tan-spirit-dependent-on-body-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation,ctext-xunzi,Xunzi 17 / 《荀子·天论》,ex-xunzi-heaven-constant,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation,src-lunheng-ziran-ctext,《论衡·自然》“天地合气”段,ex-wang-chong-spontaneous-generation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation,src-lunheng-ziran-ctext,《论衡·自然》“天地合气”段,ex-density-xp-ancient-hantang-09-xunzi-heaven-constant-wang-chong-spontaneous-generation-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women,ctext-xunzi,Xunzi 1 / 《荀子·劝学》,ex-xunzi-encouragement-learning,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women,src-banzhao-nvjie,〈夫婦第二〉末段,ex-ban-zhao-educate-women,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women,src-banzhao-nvjie,〈夫婦第二〉末段,ex-density-xp-ancient-hantang-10-xunzi-encouragement-learning-ban-zhao-educate-women-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women,ctext-xunzi,Xunzi 2 / 《荀子·荣辱》,ex-xunzi-rightness-profit,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women,src-banzhao-nvjie,〈夫婦第二〉末段,ex-ban-zhao-educate-women,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women,src-banzhao-nvjie,〈夫婦第二〉末段,ex-density-xp-ancient-hantang-11-xunzi-rightness-profit-ban-zhao-educate-women-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation,ctext-zhuangzi,Zhuangzi 2 / 《庄子·齐物论》,ex-zhuangzi-ten-thousand-one,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation,src-lunheng-ziran-ctext,《论衡·自然》“天地合气”段,ex-wang-chong-spontaneous-generation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation,src-lunheng-ziran-ctext,《论衡·自然》“天地合气”段,ex-density-xp-ancient-hantang-12-zhuangzi-ten-thousand-one-wang-chong-spontaneous-generation-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state,src-jianzhukeshu-ctext,《谏逐客书》第四、第五段,ex-li-si-state-strength-through-inclusion,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state,src-wangfu-qianfulun,卷五〈愛日第十八〉开篇,ex-wang-fu-people-ground-state,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state,src-wangfu-qianfulun,卷五〈愛日第十八〉开篇,ex-density-xp-ancient-hantang-13-li-si-state-strength-through-inclusion-wang-fu-people-ground-state-1,located-target-claim-support,locator-reviewed,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-ancient-hantang-14-confucius-harmony-difference-sima-tan-six-schools-shared-governance,ctext-analects,Analects 13.23 / 《论语·子路》,ex-confucius-harmony-difference,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
