review_id,entity_type,entity_id,review_dimension,decision,reviewer,reviewed_at,note,previous_revision,new_revision
batch-density-xp-hantang-songqing-14-liu-zongyuan-heaven-human-separate-functions-chen-liang-dao-within-things-affairs,relation,density-xp-hantang-songqing-14-liu-zongyuan-heaven-human-separate-functions-chen-liang-dao-within-things-affairs,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-hantang-songqing-15-mazu-mind-is-buddha-hu-hong-nature-beyond-good-evil,relation,density-xp-hantang-songqing-15-mazu-mind-is-buddha-hu-hong-nature-beyond-good-evil,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-hantang-songqing-16-mazu-mind-is-buddha-lu-jiuyuan-remove-obscurations-original-mind,relation,density-xp-hantang-songqing-16-mazu-mind-is-buddha-lu-jiuyuan-remove-obscurations-original-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-hantang-songqing-17-shenhui-no-thought-and-nonaction-lu-jiuyuan-remove-obscurations-original-mind,relation,density-xp-hantang-songqing-17-shenhui-no-thought-and-nonaction-lu-jiuyuan-remove-obscurations-original-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,relation,density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,relation,density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,relation,density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,relation,density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,relation,density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,relation,density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,relation,density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,relation,density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,relation,density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,relation,density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,relation,density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,relation,density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,relation,density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,relation,density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,relation,density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power,relation,density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-16-sun-yat-sen-livelihood-public-responsibility-wang-hui-depoliticization-naturalizes-power,relation,density-xp-modern-internal-16-sun-yat-sen-livelihood-public-responsibility-wang-hui-depoliticization-naturalizes-power,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-17-sun-yat-sen-livelihood-public-responsibility-zhao-tingyang-world-as-political-unit,relation,density-xp-modern-internal-17-sun-yat-sen-livelihood-public-responsibility-zhao-tingyang-world-as-political-unit,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-modern-internal-18-sun-yat-sen-livelihood-public-responsibility-jiang-qing-triple-political-legitimacy,relation,density-xp-modern-internal-18-sun-yat-sen-livelihood-public-responsibility-jiang-qing-triple-political-legitimacy,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-01-chen-xianzhang-stillness-moral-intimation-tang-junyi-affective-connection-mind-world,relation,density-xp-songqing-modern-01-chen-xianzhang-stillness-moral-intimation-tang-junyi-affective-connection-mind-world,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-02-jiao-xun-nature-capacity-through-practice-liang-qichao-renew-the-people,relation,density-xp-songqing-modern-02-jiao-xun-nature-capacity-through-practice-liang-qichao-renew-the-people,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-03-jiao-xun-nature-capacity-through-practice-cai-yuanpei-education-personality,relation,density-xp-songqing-modern-03-jiao-xun-nature-capacity-through-practice-cai-yuanpei-education-personality,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-04-dai-zhen-li-fulfillment-feeling-tan-sitong-ren-as-communication,relation,density-xp-songqing-modern-04-dai-zhen-li-fulfillment-feeling-tan-sitong-ren-as-communication,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-05-dai-zhen-li-fulfillment-feeling-yan-fu-national-strength-people-capacity-intelligence-virtue,relation,density-xp-songqing-modern-05-dai-zhen-li-fulfillment-feeling-yan-fu-national-strength-people-capacity-intelligence-virtue,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-06-ruan-yuan-ren-between-persons-he-lin-confucianism-organic-renewal,relation,density-xp-songqing-modern-06-ruan-yuan-ren-between-persons-he-lin-confucianism-organic-renewal,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-07-zhang-xuecheng-six-classics-are-history-liang-qichao-renew-the-people,relation,density-xp-songqing-modern-07-zhang-xuecheng-six-classics-are-history-liang-qichao-renew-the-people,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-08-dai-zhen-li-fulfillment-feeling-liang-qichao-renew-the-people,relation,density-xp-songqing-modern-08-dai-zhen-li-fulfillment-feeling-liang-qichao-renew-the-people,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-09-jiao-xun-nature-capacity-through-practice-he-lin-confucianism-organic-renewal,relation,density-xp-songqing-modern-09-jiao-xun-nature-capacity-through-practice-he-lin-confucianism-organic-renewal,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-10-gu-yanwu-everyone-responsible-for-tianxia-gong-zizhen-institutions-change-talent-judgment,relation,density-xp-songqing-modern-10-gu-yanwu-everyone-responsible-for-tianxia-gong-zizhen-institutions-change-talent-judgment,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-11-zhang-xuecheng-six-classics-are-history-he-lin-confucianism-organic-renewal,relation,density-xp-songqing-modern-11-zhang-xuecheng-six-classics-are-history-he-lin-confucianism-organic-renewal,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-12-zhang-xuecheng-way-never-separate-instruments-ma-yifu-six-arts-interconnected-hermeneutic-whole,relation,density-xp-songqing-modern-12-zhang-xuecheng-way-never-separate-instruments-ma-yifu-six-arts-interconnected-hermeneutic-whole,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-13-huang-zongxi-law-public-not-dynastic-wei-yuan-learn-foreign-techniques-for-strategic-agency,relation,density-xp-songqing-modern-13-huang-zongxi-law-public-not-dynastic-wei-yuan-learn-foreign-techniques-for-strategic-agency,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-14-ruan-yuan-ren-between-persons-cheng-chung-ying-onto-hermeneutic-integration,relation,density-xp-songqing-modern-14-ruan-yuan-ren-between-persons-cheng-chung-ying-onto-hermeneutic-integration,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-15-li-gong-learning-is-enactment-yan-fu-national-strength-people-capacity-intelligence-virtue,relation,density-xp-songqing-modern-15-li-gong-learning-is-enactment-yan-fu-national-strength-people-capacity-intelligence-virtue,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-16-ma-zhu-divine-unity-obedience-tan-sitong-ren-as-communication,relation,density-xp-songqing-modern-16-ma-zhu-divine-unity-obedience-tan-sitong-ren-as-communication,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-17-ma-zhu-divine-unity-obedience-yan-fu-national-strength-people-capacity-intelligence-virtue,relation,density-xp-songqing-modern-17-ma-zhu-divine-unity-obedience-yan-fu-national-strength-people-capacity-intelligence-virtue,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-density-xp-songqing-modern-18-zhang-xuecheng-six-classics-are-history-lao-szekwang-fundamental-question-method,relation,density-xp-songqing-modern-18-zhang-xuecheng-six-classics-are-history-lao-szekwang-fundamental-question-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-cross-period-density-2026-07-17,2026-07-17,Imported from density-cross-period-2026-07-17; influence level: conceptual-only,,1
batch-dong-zhongshu-five-phases-governance,claim,dong-zhongshu-five-phases-governance,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 《春秋繁露》今本不是可以逐篇无条件归于董仲舒的单一作者文本；按传统思想谱系归属。,,1
batch-dong-zhongshu-heaven-warns-ruler,claim,dong-zhongshu-heaven-warns-ruler,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 《汉书》保存的董仲舒对策文本；属于后出史书嵌入的本人奏策，而非《汉书》作者对其思想的概述。,,1
batch-du-shun-emptiness-form-nonobstruction,claim,du-shun-emptiness-form-nonobstruction,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 《法界观门》不见杜顺同时代独立本，主要嵌存于较晚的澄观《华严法界玄镜》；现代研究对杜顺作者身份有争论，故仅作“传统归于杜顺”的观点。,,1
batch-duke-zhou-textual-image-bright-virtue-cautious-punishment,claim,duke-zhou-textual-image-bright-virtue-cautious-punishment,source-and-bilingual-batch-review,accepted-for-publication,legendary-founders-2026-07-15-a,2026-07-17,Imported from legendary-founders-2026-07-15-a; attribution: 周公是传统人物而非传说神祇，但《康诰》的说话者、成篇过程和后世编定层次仍有争论；篇章可能保存西周早期语言与政治观念，不能据此证明引文是周公逐字原话或亲笔。,,1
batch-fan-zhen-mind-function-of-body,claim,fan-zhen-mind-function-of-body,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 《神灭论》由《梁书·范缜传》和《弘明集》相关论辩保存，文字有小异；此处采用两系共有的核心段。,,1
batch-fang-dongmei-universe-living-field,claim,fang-dongmei-universe-living-field,source-and-bilingual-batch-review,accepted-for-publication,codex-zen-modern-source-review,2026-07-17,Imported from zen-modern-transition-primary-claims-2026-07-15; attribution: 网页是学术研究者对方东美原著的逐页引证，不是原书扫描；已保留版次和页码，后续可用《方东美全集》校订版复核标点，但命题不超出引文。,,1
batch-fang-yizhi-empirical-investigation-of-things,claim,fang-yizhi-empirical-investigation-of-things,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 据方以智自序直接归属。,,1
batch-fazang-dependent-arising-golden-lion,claim,fazang-dependent-arising-golden-lion,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review,2026-07-17,Imported from medieval-primary-claims-2026-07-14; attribution: 通行大藏经本题“唐崇福寺贤首法师法藏述”。命题取该书首两门的连续论证，不以晚出注释文字代替法藏正文。,,1
batch-fazang-one-is-all-nonobstruction,claim,fazang-one-is-all-nonobstruction,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 据法藏署名著作的传世大藏经本。,,1
batch-feng-guifen-chinese-ethics-western-techniques,claim,feng-guifen-chinese-ethics-western-techniques,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 引文为冯桂芬原文，由近代史文献研究文章核录；上线前可再以整理本页码补强。,,1
batch-feng-qi-theory-into-method-and-virtue,claim,feng-qi-theory-into-method-and-virtue,source-and-bilingual-batch-review,accepted-for-publication,codex-zen-modern-source-review,2026-07-17,Imported from zen-modern-transition-primary-claims-2026-07-15; attribution: 网页转载的是冯契本人《智慧说三篇》导论，而非后人概述；excerpt以省略号连接同篇首尾相关句，不能作为连续原句引用。,,1
batch-feng-qi-wisdom-general-epistemology,claim,feng-qi-wisdom-general-epistemology,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: peer-reviewed secondary abstract; full-text page collation recommended,,1
batch-feng-youlan-true-real-realm,claim,feng-youlan-true-real-realm,source-and-bilingual-batch-review,accepted-for-publication,modern-confucian-source-pass,2026-07-17,Imported from modern-confucian-secondary-2026-07-14; attribution: scholarly secondary summary with reference to Xin lixue,,1
batch-feng-youlan-universal-particular-logical-analysis,claim,feng-youlan-universal-particular-logical-analysis,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: scholarly encyclopedia synthesis,,1
batch-fuxi-textual-image-patterns-to-trigrams,claim,fuxi-textual-image-patterns-to-trigrams,source-and-bilingual-batch-review,accepted-for-publication,legendary-founders-2026-07-15-a,2026-07-17,Imported from legendary-founders-2026-07-15-a; attribution: 伏羲属于传说人物，无法确证其生平或言论。《系辞》不是传说年代文献，其主体通常置于战国至汉初的《易传》形成层；本节点只表示后世文本归于伏羲的文化奠基者形象。,,1
batch-gao-panlong-embodied-way-unifies-knowing-doing,claim,gao-panlong-embodied-way-unifies-knowing-doing,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 门人陈龙正编集并概述高攀龙学旨，属近身传述而非逐字自序。,,1
batch-gaozi-life-is-nature,claim,gaozi-life-is-nature,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 告子无传世自著；该句由《孟子》论辩文本直接引述，人物可能带有文本角色化，但命题归属明确。,,1
batch-ge-hong-immortality-learnable,claim,ge-hong-immortality-learnable,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 引文后半是对方质问，葛洪在随后答辩中否定“仙人有种”。规范命题依据整段论证，不把问者反论当作者结论。,,1
batch-ge-hong-virtue-precedes-immortality,claim,ge-hong-virtue-precedes-immortality,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 据传世《抱朴子内篇》归于葛洪。,,1
batch-gong-zizhen-institutions-change-talent-judgment,claim,gong-zizhen-institutions-change-talent-judgment,source-and-bilingual-batch-review,accepted-for-publication,late-qing-republic-2026-07-15-a,2026-07-17,Imported from late-qing-republic-2026-07-15-a; attribution: 龚自珍本人奏议式书信的直接论述；命题把紧接其后的“人才—见闻—是非—行动”论证合并概括，没有把后人评价写成原话。,,1
batch-gongsun-long-white-horse-not-horse,claim,gongsun-long-white-horse-not-horse,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 《公孙龙子》传本文本复杂，但《白马论》传统上归于公孙龙；本节点仅概括篇内明确论证。,,1
batch-gu-xiancheng-moral-practice-and-public-duty,claim,gu-xiancheng-moral-practice-and-public-duty,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 后出传记直接引录顾宪成论学；不把传主生平叙述当作自著。,,1
batch-gu-yanwu-classics-ground-principle-learning,claim,gu-yanwu-classics-ground-principle-learning,source-and-bilingual-batch-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; attribution: 顾炎武本人书信；规范命题结合该书上下文，不把短句理解成反哲学口号。,,1
batch-gu-yanwu-everyone-responsible-for-tianxia,claim,gu-yanwu-everyone-responsible-for-tianxia,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 顾炎武本人札记；通行“天下兴亡，匹夫有责”是梁启超式概括，节点保留顾氏原文的国/天下区分。,,1
batch-guan-zhong-material-security-moral-order,claim,guan-zhong-material-security-moral-order,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 《管子》是多层累积的管仲学派文献，不能把《牧民》逐字视为管仲亲笔；节点按传统代表人物归属并标明学派编纂性质。,,1
batch-guo-xiang-independence-through-dependence,claim,guo-xiang-independence-through-dependence,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 这是郭象注文的规范化概括，不与《庄子》经文作者混同。,,1
batch-guo-xiang-things-self-generate,claim,guo-xiang-things-self-generate,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review,2026-07-17,Imported from medieval-primary-claims-2026-07-14; attribution: 以现存郭象整理本《庄子注》为归属单位。史籍记载郭象曾利用向秀旧注，因此本命题可稳妥归于“郭象本注的现存形态”，不主张其措辞必为郭象独创。,,1
batch-han-fei-two-handles,claim,han-fei-two-handles,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 传世《韩非子》本篇的直接命题。,,1
batch-han-yu-confucian-succession,claim,han-yu-confucian-succession,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 明确标作韩愈的规范性历史建构。,,1
batch-han-yu-ren-yi-dao-de,claim,han-yu-ren-yi-dao-de,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 《原道》归属无重大争议；规范命题保留韩愈四概念的递进关系，不单摘“博爱”作现代普遍主义口号。,,1
batch-he-lin-confucianism-organic-renewal,claim,he-lin-confucianism-organic-renewal,source-and-bilingual-batch-review,accepted-for-publication,codex-zen-modern-source-review,2026-07-17,Imported from zen-modern-transition-primary-claims-2026-07-15; attribution: 使用1947年论文集扫描本；命题归于其中〈儒家思想的新开展〉，不把后来的“现代新儒家”学派标签当作贺麟自我定义。,,1
batch-he-yan-nonbeing-ground-of-being,claim,he-yan-nonbeing-ground-of-being,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review,2026-07-17,Imported from medieval-primary-claims-2026-07-14; attribution: 《道論》原书已佚；此句经西晋张湛《列子注》引录而保存。因此可作为早期传承明确归于何晏的残篇命题，但不应假装拥有完整篇章语境。,,1
batch-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,claim,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,source-and-bilingual-batch-review,accepted-for-publication,late-qing-republic-2026-07-15-a,2026-07-17,Imported from late-qing-republic-2026-07-15-a; attribution: 二手大学出版社概括，并非何震英文原句。作者在论文中常署“何震”，现代研究依其父姓殷与夫姓何称“He-Yin Zhen／何殷震”；本项目person_id he-zhen与该作者为同一人。该书将六篇文章明确归于她，避免沿用早期把其文字误归刘师培的做法。,,1
batch-hu-hong-nature-beyond-good-evil,claim,hu-hong-nature-beyond-good-evil,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 胡宏本人著作；“性超善恶”历来争议较大，解释避免把它误写成价值虚无主义。,,1
batch-hu-shi-hypothesis-verification-method,claim,hu-shi-hypothesis-verification-method,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: scholarly encyclopedia summary,,1
batch-hu-shi-problems-before-isms,claim,hu-shi-problems-before-isms,source-and-bilingual-batch-review,accepted-for-publication,modern-primary-batch,2026-07-17,Imported from modern-primary-2026-07-14; attribution: public-domain primary text,,1
batch-huan-tan-spirit-dependent-on-body,claim,huan-tan-spirit-dependent-on-body,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 《新论》原书已佚，此段由梁代《弘明集》以“晋桓谭”名义保存；节点据辑佚材料收录，并保留传抄与时代题署问题。,,1
