claim_id,locale,text,explanation,tags,translation_status,translator,reviewer,reviewed_at
dong-zhongshu-five-phases-governance,en,"The generative sequence of the Five Phases explains not only natural change but also classifies ruler-minister, parent-child, and governmental functions.","The received Chunqiu fanlu maps cosmological classification onto political order; because its textual strata and authorship are disputed, the claim is marked as traditionally attributed.",Five Phases;heaven-human correlation;political order,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
dong-zhongshu-five-phases-governance,zh-CN,五行的相生次序不仅说明自然变化，也被用作君臣、父子和治理职能的分类模型。,《春秋繁露》把宇宙分类投射到政治秩序；今本篇章归属与层次有争议，因此仅标传统归属。,五行相生;天人关联;政治秩序,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
sima-tan-six-schools-shared-governance,en,"The Yin-yang, Ru, Mohist, Names, Legal, and Daoist schools all address governance; they differ chiefly in the routes they follow and in whether those routes are economical and effective.","Sima Tan does not merely list schools; he compares their methods and merits against a shared problem of governance, thereby constructing a framework for classifying thought.",six schools;classification of learning;governance;intellectual history,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
sima-tan-six-schools-shared-governance,zh-CN,阴阳、儒、墨、名、法、道德六家都以治理为务，主要差别在于所循路径及其是否简要有效。,司马谈不是只罗列学派，而是以共同的治理问题比较六家的方法与利弊，由此建立思想分类框架。,六家;学术分类;治理;思想史,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
sima-qian-death-value-by-purpose,en,"Deaths are not equal in value: a death may weigh more than Mount Tai or less than a goose feather, depending on the end for which it is undergone.","This is not merely a lament on mortality; in Sima Qian's defense of enduring disgrace to complete his history, it evaluates death by its purpose.",death;value;purpose;writing history,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
sima-qian-death-value-by-purpose,zh-CN,死亡本身并无同等价值；人的死可以重于泰山或轻于鸿毛，其差别取决于为之而死的目的。,该命题不是单纯感叹生命短暂，而是在司马迁解释忍辱著史的语境中，以目的评价死亡。,死亡;价值;目的;著史,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
yang-xiong-nature-mixed-cultivation,en,"Human nature mixes tendencies toward good and bad; cultivating the good makes one good, while cultivating the bad makes one bad.",Yang Xiong defines nature as neither purely good nor purely bad and ties moral outcome to how its mixed tendencies are cultivated.,mixture of good and bad;human nature;self-cultivation;moral formation,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
yang-xiong-nature-mixed-cultivation,zh-CN,人性混合着善与恶的倾向；修养善的倾向会成为善人，发展恶的倾向则会成为恶人。,扬雄既不把人性判为纯善，也不判为纯恶，而把道德结果系于人对混合倾向的修治。,善恶混;人性;修身;道德形成,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
huan-tan-spirit-dependent-on-body,en,"Spirit depends on the body as flame depends on a candle; when the body is exhausted, spirit cannot continue to exist independently of it.",The candle analogy treats body and spirit as a relation of dependence rather than separable substances and rejects the independent survival of spirit after bodily death.,body and spirit;candle analogy;death;dependence of spirit,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
huan-tan-spirit-dependent-on-body,zh-CN,精神依存于形体，如火依存于蜡烛；形体耗尽时精神不能脱离形体而独自存在。,火烛譬喻把形神关系理解为依存而非两个可分离实体，并用以反对肉身死亡后精神独存。,形神;火烛之喻;死亡;精神依存,reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a,2026-07-17
wang-chong-spontaneous-generation,en,"The qi of Heaven and Earth joins and things arise spontaneously, rather than being intentionally made by a purposive Heaven and Earth.","By analogy with a child arising from the union of a couple's qi, Wang Chong rejects treating natural generation as an intentional act of Heaven and Earth.",spontaneity;qi;generation of things;non-teleology,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
wang-chong-spontaneous-generation,zh-CN,天地之气相合，万物自然产生，并非天地怀有目的、特意制造万物。,王充借夫妇合气而子自生作类比，反对把自然生成理解为天地有意为之。,自然;气;万物生成;非目的论,reviewed,classical-2026-07-14-a,classical-2026-07-14-a,2026-07-17
wang-chong-dead-lack-awareness,en,"Death disperses vital essence and ends awareness; because the dead lack cognition, they cannot become intentional ghosts capable of harming people.","Wang Chong argues from cognition's dependence on living activity against ghosts that know and harm, without thereby becoming a modern materialist.",death;ghost skepticism;awareness;vital essence,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
wang-chong-dead-lack-awareness,zh-CN,死亡使精气耗散、知觉终止；死者既无知觉，就不能成为有意志并能伤人的鬼。,王充以知觉依赖生命活动反驳鬼能知、能害人的通俗信念，但他的气论并不等同现代唯物主义。,论死;无鬼;知觉;精气,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ban-zhao-educate-women,en,"Because husband and wife jointly constitute the human ethical order, educating boys while leaving girls untaught is a one-sided understanding of that order; women likewise require systematic education in ritual and right conduct.","Admonitions for Women maintains a hierarchical marital ethic, yet Ban Zhao explicitly uses the importance of marriage to argue that women must be educated. The claim should not be anachronistically recast as modern egalitarianism.",women's education;marital Way;ritual instruction,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
ban-zhao-educate-women,zh-CN,既然夫妇共同构成人伦秩序，只教育男子而不教育女子就是对这一秩序的片面理解；女子同样需要系统学习礼义。,《女诫》整体维护等级化的夫妇伦理，但班昭也明确以夫妇关系的重要性论证女性教育的必要，不能把这条命题改写成现代平等主义。,女子教育;夫妇之道;礼教,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
wang-fu-people-ground-state,en,"A state is grounded in its people, and the people's lives depend on grain; when government repeatedly takes away the farming season, it damages both livelihood and the foundation of the state.","Wang Fu links state, people, grain, and agricultural time in a political causal chain, criticizing corvée and administrative demands that recklessly consume the productive season.",people as foundation;agricultural season;livelihood;government,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
wang-fu-people-ground-state,zh-CN,国家以人民为根本，人民以粮食维持生命；政务若不断侵夺农时，便会同时摧毁民生与国家的根基。,王符把国家、人民、粮食和农时串成一条政治因果链，用来批评徭役和行政活动轻率占用生产时间。,民本;农时;民生;治国,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
zheng-xuan-ritual-constitutes-person,en,Ritual is analogous to the structure of a body: only when its practices are coordinated and complete does a person become fully formed in the ethical sense.,"By glossing ritual through the body, Zheng Xuan does not reduce li to etiquette; he treats it as an integrated form organizing action, status, and virtue.",ritual;moral formation;body analogy;classical learning,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
zheng-xuan-ritual-constitutes-person,zh-CN,礼如同人的身体结构：只有各项礼节相互配合而完备，人才能成为伦理意义上完整的人。,郑玄以“体”训“礼”，不是把礼缩减为外在礼貌，而是把礼理解为组织行动、身份与德性的整体形式。,礼;成德;身体譬喻;经学,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
zhongchang-tong-human-affairs-primary,en,"Political rise and decline depend first on the fulfillment of human affairs, not on technical speculation about Heaven's patterns.",Zhongchang Tong does not reject every discourse on Heaven; he gives institutions and action priority in explaining governance.,human affairs;Heaven;political causation,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
zhongchang-tong-human-affairs-primary,zh-CN,国家兴衰首先取决于人事是否尽责，不应把政治成败归结为对天道术数的研究。,仲长统并非否定一切天道论，而是在治国因果解释中把制度与行动置于术数之前。,人事;天道;政治因果,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
he-yan-nonbeing-ground-of-being,en,"Whatever counts as being depends on nonbeing for its arising, and every determinate undertaking is accomplished through the formless and nameless Way.","He Yan treats nonbeing as the ground through which beings arise and affairs are accomplished, rather than as one entity alongside others. This is a central thesis of the Zhengshi xuanxue prioritization of nonbeing.",prioritizing nonbeing;being and nonbeing;Dao;ground,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
he-yan-nonbeing-ground-of-being,zh-CN,一切“有”之所以能够成立，依恃的是“无”；一切具体事务之所以能够成就，也以无形无名的道为根据。,何晏把“无”规定为万有得以发生和成事的根本，而不是把道理解成某个与万物并列的实体。这是正始玄学“贵无”论的核心命题之一。,贵无;有无;道;本体,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
wang-bi-being-rooted-in-nonbeing,en,"The myriad things arise and exist as beings, yet being is rooted in formless and nameless nonbeing; to preserve determinate beings one must return to that formless ground.",Wang Bi does not posit a temporal nothing that manufactures things. Nonbeing names the common ground that lets determinate beings and their functions unfold in an ordered way.,prioritizing nonbeing;nonbeing as root;root and branches;Dao,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
wang-bi-being-rooted-in-nonbeing,zh-CN,万物以“有”的形态生成和存在，但“有”的发生以无形无名的“无”为根本；要保全具体存在，必须返回其无形的根基。,王弼并非说虚无在时间上制造万物，而是以“无”说明一切规定性能够展开的共同根据；“有”与具体功用由此获得秩序。,贵无;以无为本;本末;道,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
wang-bi-forget-words-grasp-meaning,en,"Words and images are instruments for grasping meaning; once meaning is genuinely grasped, one should not cling to fixed formulations or images.",Forgetting words after grasping meaning is not anti-language; it distinguishes interpretive media from their goal.,forgetting words;words images meaning;hermeneutics,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
wang-bi-forget-words-grasp-meaning,zh-CN,语言与卦象都是把握意义的工具；一旦真正把握意义，就不应执著于固定的言辞与图象。,“得意忘言”不是拒绝语言，而是区分媒介与目标，要求解释者穿过符号把握其所以然。,得意忘言;言象意;解释学,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ji-kang-sound-without-emotion,en,"Sound itself has discernible harmony, force, and rhythm but contains no sorrow or joy; that sound releases emotions already present in a listener does not make those emotions properties of sound.","Ji Kang distinguishes the natural properties of sound from the listener's affective response, challenging the view that music necessarily encodes fixed emotions or the moral condition of a polity.",sound without sorrow or joy;natural harmony;music;emotion,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
ji-kang-sound-without-emotion,zh-CN,声音本身具有可辨的和谐、强弱与节奏，却不内含哀乐；听者的既有情感被声音触发，并不等于哀乐客观地存在于声音之中。,嵇康区分声音的自然属性与听者的情感反应，以此反驳音乐必然表征固定道德情绪或政治盛衰的传统看法。,声无哀乐;自然之和;音乐;情感,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
ji-kang-nourishing-life-unifies-body-spirit,en,"Nourishing life preserves body and spirit in their mutual dependence, using moderated desire, tranquility, and cultivation to fulfill one's natural lifespan.",Ji Kang does not promise inevitable immortality but argues that systematic cultivation can extend life; numerical longevity claims belong to an ancient regimen context.,nourishing life;body and spirit;moderating desire;longevity,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ji-kang-nourishing-life-unifies-body-spirit,zh-CN,养生要使形体与精神彼此依存地获得保养，通过节欲、安神与导养尽其自然寿命。,嵇康并非声称必然长生不死，而是论证系统修养能够显著延寿；其数字化寿命主张属于古代养生语境。,养生;形神;节欲;寿命,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ruan-ji-great-person-beyond-ritual,en,"The highest person is not confined by conventional ranks, reputation, or ritual codes, but shares one body with heaven and earth, follows spontaneous transformation, and is free by not being enslaved to external things.","Through Master Great Man, Ruan Ji criticizes gentlemen who turn Confucian ritual into tools of reputation and self-preservation, constructing an ideal person through spontaneity, nonattachment, and freedom from fixed identity.",following spontaneity;great person;critique of ritualism;spiritual freedom,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
ruan-ji-great-person-beyond-ritual,zh-CN,最高的人格不以世俗名分、功名和礼法束缚自身，而与天地同体、随自然变化，在不役于外物中获得自由。,阮籍借“大人先生”批判把周孔名教变成求名与自保工具的君子，以自然、无执和超越固定身份构造理想人格。,任自然;大人;反名教;精神自由,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
xiang-xiu-desire-natural-but-ritually-regulated,en,"Affection, desire, and sensory needs belong to the natural structure of human life and should not be abolished wholesale; proper self-cultivation acknowledges them while regulating them through ritual and rightness.","Xiang Xiu resists Ji Kang's radical reduction of desire and joins spontaneity to normative ritual: desires have a legitimate place, but that does not license indulgence.",natural desire;ritual regulation of emotion;nourishing life;ritual and spontaneity,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
xiang-xiu-desire-natural-but-ritually-regulated,zh-CN,人的情欲、亲爱和感官需要属于生命的自然结构，不应一概断绝；合理的养生是在承认它们的同时用礼义加以节制。,向秀反对嵇康把寡情绝欲推到极端，试图把“自然”与“名教”接合：欲望有其正当位置，但不等于放纵。,情欲自然;礼义节情;养生;名教与自然,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
lu-sheng-names-distinguish-and-govern,en,"Names distinguish sameness and difference and clarify right and wrong, thereby serving as standards for moral argument and political transformation.","In editing the Mohist Canons, Lu Sheng presents disputation about names as classification and public judgment, not mere verbal display.",names and realities;sameness and difference;Mohist dialectics,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
lu-sheng-names-distinguish-and-govern,zh-CN,名的功能是区分同异、判明是非，并由此成为道义讨论和政治教化的准绳。,鲁胜借整理《墨辩》说明名辩并非纯粹辞辩，而具有知识分类和公共判断功能。,名实;同异;墨辩,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
pei-wei-being-self-generates,en,"Absolute nonbeing has no generative capacity, so the first beings must arise of themselves; concrete institutions and things are therefore not dispensable appendages of nothingness but the real bases of order and function.",Pei Wei's valuing of being attacks the social implications of prioritizing nonbeing: dissolving rites and institutions into secondary traces leaves the formation of actual order unexplained.,valuing being;self-generation;being/nonbeing debate;ritual institutions,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
pei-wei-being-self-generates,zh-CN,绝对的“无”没有生成能力，最初出现的存在者只能自生；具体制度与事物因此不能被贬为空无的附属，而是秩序与功用的现实基础。,裴頠以“崇有”反驳贵无论的社会后果：若把礼法制度都消解为末迹，就无法解释现实秩序如何成立。,崇有;自生;有无之辨;礼法,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
guo-xiang-things-self-generate,en,No creator stands behind the generation of things; each thing arises and transforms of itself within its own conditions and is established according to its particular allotment.,Guo Xiang's “lone transformation” does not isolate things from one another. It denies an external first cause or ruler: things form a mutually accommodating order without a transcendent maker.,lone transformation;self-generation;independence;spontaneity,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
guo-xiang-things-self-generate,zh-CN,万物并无一个在其背后主宰生成的造物者；每一物都在自身条件中自生、自化，并以其所受之性分各自成立。,郭象的“独化”不是说事物彼此绝缘，而是否认一个外在第一因或主宰者；万物共同构成相互因任的秩序，却没有超越秩序的制造者。,独化;自生;无待;自然,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
guo-xiang-independence-through-dependence,en,"Genuine freedom does not abolish differences and conditions; each thing follows its own allotment and fits its dependencies, thereby attaining ease on its own scale.","Through the great Peng and small birds, Guo Xiang argues that differing scales do not rank freedom when each fits its nature.",allotment;self-transformation;freedom;fitting nature,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
guo-xiang-independence-through-dependence,zh-CN,真正的逍遥不是取消差异和条件，而是每一事物安于自身性分、适合其所依条件，因而都能在各自尺度上自得。,郭象借大鹏与小鸟说明大小虽异，只要各称其性，逍遥并无等级。,性分;独化;逍遥;适性,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ge-hong-immortality-learnable,en,"Immortality is extraordinarily difficult but not a fixed inborn status; through transmission, medicines, meditative unity, and accumulated practice, ordinary people can in principle learn to attain longevity.","Ge Hong repeatedly compares the Way of immortality to learnable arts, opposing the fatalism that immortals form an innate species, while stressing method, aptitude, teachers, and material conditions.",immortality is learnable;longevity;esoteric techniques;alchemy,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
ge-hong-immortality-learnable,zh-CN,成仙虽极其困难，却不是天生固定的身份；通过传授、药物、守一和累积实践，凡人原则上能够学习并达到长生。,葛洪反复以可学习的技艺类比仙道，反对“仙有种属、不可学得”的宿命论，同时强调方法、资质、师授与物质条件。,神仙可学;长生;方术;金丹,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
ge-hong-virtue-precedes-immortality,en,"Techniques of immortality cannot replace ethical practice: loyalty, filiality, harmony, humaneness, and trust are the foundation, and medicines are useless without sufficient virtue.","Ge Hong embeds techniques within a moral economy of merit, showing that his pursuit of transcendence is not purely technological.",filiality;merit;ethics of immortality;elixirs,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
ge-hong-virtue-precedes-immortality,zh-CN,求仙术不能替代伦理实践；忠孝、和顺、仁信是长生修炼的根本，德行不足则服药也无益。,葛洪把方术嵌入功过伦理，显示其仙道并非纯粹技术主义。,忠孝;功过;仙道伦理;服药,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
zhi-dun-freedom-not-mere-satisfaction,en,"Free wandering is not each creature merely satisfying its own inclinations; it is the perfected person's ability to engage things without being enslaved by them, so that objects cannot seize and bind the mind.",Zhi Dun's perfected sufficiency revises the Xiang-Guo idea of freedom through fitting one's nature: otherwise tyrants too would count as free. Genuine freedom requires evaluative transcendence of enslavement to things.,free wandering;mind of the perfected person;not enslaved by things;perfect sufficiency,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
zhi-dun-freedom-not-mere-satisfaction,zh-CN,逍遥不是任何事物各自满足欲性，而是至人驾驭万物却不被万物役使，使外物不能取得并束缚其心。,支遁以“至足”修正向郭的“适性逍遥”：若只要适性，桀纣也可称逍遥；真正自由必须含有不为物累的价值超越。,逍遥义;至人之心;不物于物;至足,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
huiyuan-monastic-autonomy,en,Renunciants seek transcendence of life-and-death and worldly order and are guests beyond the realm; they may therefore decline the same prostration owed by subjects to rulers while still benefiting society through teaching and virtue.,"Huiyuan distinguishes lay Buddhists from monastics, securing ritual autonomy for the saṅgha without simply denying political order, and argues that social benefit prevents non-prostration from amounting to disrespect.",monastics do not bow to rulers;beyond the realm;religion and state;monastic autonomy,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
huiyuan-monastic-autonomy,zh-CN,出家者以超越生死和世俗秩序为志，属于“方外之宾”；因此可以不履行臣民向君王跪拜的同一礼制，同时仍以教化和德行利益社会。,慧远区分在家信众与出家沙门，在不否定王权秩序的前提下为僧团争取仪礼自治，并以社会教化效果说明其不等于不敬。,沙门不敬王者;方外;政教关系;僧团自治,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
sengzhao-emptiness-not-annihilation,en,"Dependently arisen things are not truly existent because they lack independent self-nature, yet neither are they sheer nothingness because phenomena appear through conditions; true emptiness therefore exceeds both reified being and annihilating nonbeing.","Sengzhao's “neither being nor nonbeing” rejects both a nihilistic reification of emptiness and a substantialist reading of phenomena, locating emptiness in dependently arisen things themselves.",emptiness of the unreal;neither being nor nonbeing;dependent arising;emptiness,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
sengzhao-emptiness-not-annihilation,zh-CN,缘起之物并非实有，因为它没有独立自性；但它也不是断灭的虚无，因为现象依缘显现。因此真空必须同时超越“实有”和“绝无”。,僧肇用“非有非无”排除把空理解为一个虚无实体，也排除把经验现象当作自性实有，从而把般若空义落在缘起事物的当下。,不真空;非有非无;缘起;空,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
sengzhao-motion-and-stillness-nondual,en,"Motion and stillness are not mutually exclusive absolutes: in temporal flow a thing does not depart from its present locus, so it is still in motion and moving in stillness.",The essay uses paradox to unsettle reified temporal transfer; it should not be identified with modern physics.,things do not shift;motion and stillness;time;prajna,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
sengzhao-motion-and-stillness-nondual,zh-CN,运动与静止不是彼此排斥的绝对属性：事物在迁流中不离当下位置，因此即动而静、即静而动。,《物不迁论》借悖论式语言破除把时间理解为实体从过去搬运到现在的执著，不宜直接等同现代物理理论。,物不迁;动静不二;时间;般若,reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17,2026-07-17
daosheng-all-beings-can-become-buddhas,en,"Because the three vehicles ultimately converge in the single Buddha vehicle, every sentient being can become a Buddha and enter nirvāṇa; obscuration by afflictions does not cancel this capacity for awakening.","Daosheng infers universal Buddhahood from the Lotus Sutra's one vehicle. This surviving text supports the reasoning behind his famous inclusion of icchantikas, although the quoted passage does not itself name icchantikas.",one vehicle;universal Buddhahood;Buddha-nature;nirvāṇa,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
daosheng-all-beings-can-become-buddhas,zh-CN,三乘最终归于一佛乘，因此一切众生都具有成佛并入涅槃的可能；被烦恼覆蔽并不取消其觉悟之分。,道生从《法华经》的一乘义推出普遍成佛可能性。这为他后来著名的“一阐提亦可成佛”立场提供了现存文本根据，但现存引文没有逐字写出“一阐提”。,一乘;众生成佛;佛性;涅槃,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
fan-zhen-mind-function-of-body,en,"Spirit is not a substance independent of the body but the functioning of a living body; just as sharpness cannot survive apart from a blade, consciousness cannot remain after the body's dissolution.","Fan Zhen's body-as-substance and spirit-as-function thesis, illustrated by blade and sharpness, argues for psycho-physical unity against survival of a disembodied soul and its karmic consequences.",extinction of spirit;body and function;mind-body relation;atheism,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
fan-zhen-mind-function-of-body,zh-CN,精神不是独立于形体的实体，而是有生命形体的作用；如同锋利不能脱离刀刃，形体消亡后精神也不可能继续存在。,范缜以“形质神用”和刀刃之喻论证形神一体，直接反驳灵魂可离身延续及由此建立的报应说。,神灭论;形质神用;形神关系;无神论,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
bodhidharma-two-entrances-practice,en,"Entry into the Way can be summarized as entry through principle and entry through practice: the former awakens, through teaching, to the single true nature shared by ordinary and sacred beings; the latter embodies awakening in four practices—accepting adversity, adapting to conditions, seeking nothing, and according with Dharma.","This structure does not treat Chan as a merely inward experience: insight into principle must be tested in concrete ways of undergoing suffering, meeting circumstances, relinquishing acquisitiveness, and acting.",two entrances and four practices;entry through principle;entry through practice;wall contemplation,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
bodhidharma-two-entrances-practice,zh-CN,入道可概括为“理入”与“行入”：前者借教悟得凡圣同一真性，后者把觉悟落实为报怨、随缘、无所求、称法四种实践。,这套结构不把禅理解为纯粹内在体验：理悟必须通过具体的受苦、处境、欲求和行动方式接受检验。,二入四行;理入;行入;壁观,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
zhiyi-three-thousand-in-one-thought,en,"A single thought contains the ten dharma realms, each mutually containing the others together with the ten suchnesses and three worlds; the three thousand worlds are therefore neither outside mind nor temporally produced by it, but nonsequentially co-present with one thought.","The doctrine of “three thousand in one thought” gathers all distinctions of ordinary and sacred, subject and world, into the present thought while rejecting temporal or container-like relations between mind and phenomena.",three thousand in one thought;ten dharma realms;one mind;interpenetration,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
zhiyi-three-thousand-in-one-thought,zh-CN,一念心具足十法界，十界互具并各含十如是与三世间，故三千世间不在心外，也不是由心在时间上制造，而与一念不纵不横地相即。,“一念三千”把凡圣、主体与世界的全部差别纳入当下一念，同时拒绝把心与万法排成先后或容器与内容的关系。,一念三千;十法界;一心;圆融,reviewed,codex-medieval-source-review,codex-medieval-source-review,2026-07-17
jizang-two-truths-pedagogical,en,"The ultimate and conventional truths are first of all two modes of teaching employed for sentient beings, not two fixed ontological realms; reifying either truth defeats their function of undoing attachment.","Jizang defines the two truths as verbal teaching and mutually dependent provisional names, used to dismantle attachments to being, nonbeing, and their alternatives rather than establish a new dualist ontology.",two truths as teaching;dependent provisional naming;deconstructing error;middle way,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
jizang-two-truths-pedagogical,zh-CN,真谛与俗谛首先是佛陀因应众生而使用的两种言教，不是两个固定存在的境界；执著任何一谛为实体都会失去二谛的破执功能。,吉藏把二谛界定为“言教”和“相待假称”，用以层层破除有、无、非有非无等执著，而不是建立一个新的二元本体论。,二谛是教;相待假称;破邪显正;中道,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
wang-tong-learning-serves-governance,en,"Classical learning should examine the historical successes and failures of royal and hegemonic rule, connecting writing and education to practical political judgment.",The received Zhongshuo was edited by disciples and later hands; it represents Wang Tong's school but is not a verbatim authorial transcript.,royal and hegemonic rule;statecraft;education,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
wang-tong-learning-serves-governance,zh-CN,经典学习应面向王道与霸道的历史得失，把著述、教育和现实政治判断连接起来。,现存《中说》由王通门人及后人整理，思想归属可作王通学派材料，不能逐句视为王通亲录。,王霸;经世;教育,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
du-shun-emptiness-form-nonobstruction,en,"Form is not first existent and later annihilated into emptiness; because form is intrinsically without self-nature it is emptiness, and true emptiness is understood only as nonobstructive of appearing form.","The contemplation of true emptiness rejects both substantial form and annihilating voidness, treating the nonduality of emptiness and form as the first gate into the nonobstructed dharma realm.",contemplation of true emptiness;nonduality of form and emptiness;lack of self-nature;dharma-realm contemplation,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
du-shun-emptiness-form-nonobstruction,zh-CN,色并非先存在而后被消灭为空；色当体无自性，所以即空，而真空也只能在不碍色相显现中被理解。,“真空观”同时排除实色和断空，把空色不二作为进入理事无碍法界的第一重观门。,真空观;色空不二;无自性;法界观,reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2,2026-07-17
lv-cai-test-divination-against-classics,en,Claims in geomancy and fate calculation should be tested against textual sources and historical counterexamples; assertions without provenance that cannot explain divergent outcomes are unreliable.,Lü Cai's memorial uses source criticism and counterexamples rather than replacing one occult technique with another.,critique of superstition;counterexample;source criticism,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
lv-cai-test-divination-against-classics,zh-CN,宅葬与命禄术的断言应当核验经典出处和历史反例；没有文本依据且不能解释同命异果的说法不可信。,吕才的奏议使用文献考证与反例，而不是以另一套占术替代原占术。,反迷信;反例;文献考证,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
