excerpt_id,person_id,source_id,locator,source_language,excerpt_text,retrieved_at,extraction_status,extractor,reviewer
ex-rel-hanyu-zhou-dunyi-confucian-revival-1,han-yu,src-hanyu-yuandao,《原道》道统谱系段,zh-Hans-modern,轲之死，不得其传焉。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-sq-cross-hanyu-chenghao-ren-1,han-yu,src-hanyu-yuandao,韩愈〈原道〉开篇,zh-Hans-modern,博愛之謂仁，行而宜之之謂義。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-he-lin-confucianism-organic-renewal,he-lin,src-he-lin-wenhua-yu-rensheng-scan,《文化与人生》第一篇〈儒家思想的新开展〉开篇,zh-Hant-modern,就其在變遷中、發展中、改造中以適應新的精神需要與文化環境的有機體而言，也可以說是最新的新思想。,2026-07-17,locator-reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review
ex-modern-density-helin-zhangshiying-idealism-renewal-1,he-lin,src-zhang-shiying-similarity-communication-pku,《北京大学学报》1995年第4期，第53—59页，网页摘要,zh-Hans-modern,差异与相通不是相互排斥，而是互为条件,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-density-negative-32-he-yan-nonbeing-ground-of-being-pei-wei-being-self-generates-1,he-yan,src-peiwei-chongyoulun,《晉書》卷三十五〈裴頠傳〉引〈崇有論〉“至无者无以能生”段,zh-Hans-modern,夫至無者，無以能生，故始生者自生也。自生而必體有，則有遺而生虧矣。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-he-yan-nonbeing-ground-of-being,he-yan,src-heyan-daolun-liezi-zhu-ctext,《列子》卷一〈天瑞〉张湛注引何晏《道论》,zh-Latn-classical,有之為有，恃無以生；事而為事，由無以成。,2026-07-17,locator-reviewed,codex-medieval-source-review,codex-medieval-source-review
ex-rel-heyan-wangbi-nonbeing-1,he-yan,src-wangbi-zhouyi-lueli,《周易略例·明象》,zh-Hans-modern,象生于意，故可寻象以观意。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism-1,he-zhen,sage-wang-ruoshui-alienation-1984,journal landing-page abstract and editorial introduction,zh-Hans-modern,Alienation and Humanism,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,he-zhen,src-hezhen-birth-chinese-feminism-cup,出版社内容提要，第1—3段；目录所列何殷震六篇论文,en,"the relationship among patriarchy, imperialism, capitalism, and gender subjugation as global historical problems",2026-07-17,locator-reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a
ex-modern-density-hezhen-wanghui-denaturalize-domination-1,he-zhen,wang-hui-depoliticized-2006,"New Left Review II/41 (2006), pp. 39–45, ‘State and ideology’",zh-Hans-modern,De-naturalization must be used to combat depoliticization.,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-hu-hong-nature-beyond-good-evil,hu-hong,hu-hong-zhiyan,《知言》卷四〈知言疑义〉论性条,lzh,性也者，天地鬼神之奧也，善不足以言之，況惡乎哉！,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-sq-density-huhong-chengyi-nature-1,hu-hong,hu-hong-zhiyan,《知言》卷四〈知言疑义〉论性条,zh-Hans-modern,善不足以言之，況惡乎哉！,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-density-huhong-wangji-beyond-good-evil-1,hu-hong,hu-hong-zhiyan,《知言》卷四〈知言疑义〉论性条,zh-Hans-modern,性也者，天地鬼神之奧也，善不足以言之，況惡乎哉！,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-density-negative-49-hu-shi-problems-before-isms-ai-siqi-philosophy-worldview-practical-1,hu-shi,src-ai-siqi-dazhong-zhexue-fudan-study,PDF第3—4页，讨论艾思奇《大众哲学》“哲学就是关于世界观的学问”定义段,zh-Hans-modern,哲学就是关于世界观的学问。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony-1,hu-shi,src-zhang-dainian-jianhe-tsinghua,《张岱年全集》第6卷第225页“兼和”定义；第8卷第602页〈八十自述〉,zh-Hans-modern,兼赅众异而得其平衡……兼者兼容众异，和者包含多样而得其平衡。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony-1,hu-shi,src-zhang-dainian-jianhe-tsinghua,《张岱年全集》第6卷第225页“兼和”定义；第8卷第602页〈八十自述〉,zh-Hans-modern,兼赅众异而得其平衡……兼者兼容众异，和者包含多样而得其平衡。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power-1,hu-shi,wang-hui-depoliticized-2006,"New Left Review II/41 (2006), pp. 39–45, especially “State and ideology”",zh-Hans-modern,De-naturalization must be used to combat depoliticization.,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-hu-shi-hypothesis-verification-method,hu-shi,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",en,"make hypotheses boldly, but verify them carefully",2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-hu-shi-problems-before-isms,hu-shi,wikisource-hushi-problems-isms,《问题与主义》第一节,zh,多研究些问题，少谈些‘主义’！,2026-07-17,locator-reviewed,modern-primary-batch,modern-primary-batch
ex-modern-rel-hu-zhang-science-life-debate-1,hu-shi,iep-modern-chinese-expansion,"section 4.e, final two paragraphs",zh-Hans-modern,Hu Shi ... were in Ding’s camp,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-ultimate-rel-lvcai-hushi-hypothesis-verification-2,hu-shi,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",en,"make hypotheses boldly, but verify them carefully",2026-07-17,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17
ex-density-c-9103f561fe92ef-1,huan-tan,src-jinyuelin-hu-theory-dao-wiley,章内“Form and Stuff”及“Reality and Process”两节,zh-Hans-modern,"dao can be analyzed into elements, namely, matter (or stuff) and form",2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-density-negative-42-huan-tan-spirit-dependent-on-body-ge-hong-immortality-learnable-1,huan-tan,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,zh-Hans-modern,夫求長生，修至道，訣在於志，不在於富貴也……仙人有種乎？然，何可學得乎？,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-huan-tan-spirit-dependent-on-body,huan-tan,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,lzh,精神居形体，犹火之然烛矣……烛无，火亦不能独行于虚空。,2026-07-17,locator-reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a
ex-rel-huantan-fanzhen-body-spirit-1,huan-tan,src-fanzhen-shenmie,《梁书·范缜传》所载《神灭论》开篇,zh-Hans-modern,神之于质，犹利之于刃……岂容形亡而神在？,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-ultimate-qh-cc-13-huantan-body-fang-field-1,huan-tan,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,zh-Hans-modern,精神居形体，犹火之然烛矣……烛无，火亦不能独行于虚空。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-lq-05-huantan-body-zhangjunmai-free-1,huan-tan,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,zh-Hans-modern,精神居形体，犹火之然烛矣……烛无，火亦不能独行于虚空。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-sq-05-huantan-body-daizhen-root-1,huan-tan,src-hongmingji-xinlun-xingshen-ctext,《弘明集》卷五《新论形神》，火烛譬喻段,zh-Hans-modern,精神居形体，犹火之然烛矣……烛无，火亦不能独行于虚空。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-huang-yong-self-other-one-body,huang-yong,huang-yong-egoism-altruism-2018,"Frontiers of Philosophy in China 13.2 (2018), abstract and pp. 226–230",en,the Confucian ideal of a virtuous person is to be in one body with others,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-modern-density-huang-li-harmony-self-other-1,huang-yong,li-chenyang-dynamic-harmony-2023,"Reshaping Confucianism, chapter 1, pp. 27–52; publisher abstract",zh-Hans-modern,different elements join hands to generate new wholes through mutual adjustment,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-density-negative-06-huang-zongxi-law-public-not-dynastic-han-fei-two-handles-1,huang-zongxi,src-hanfeizi-erbing-ctext,《韩非子·二柄》开篇,zh-Hans-modern,明主之所导制其臣者，二柄而已矣。二柄者，刑德也。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-density-negative-07-huang-zongxi-world-primary-ruler-guest-han-fei-two-handles-1,huang-zongxi,src-hanfeizi-erbing-ctext,《韩非子·二柄》开篇,zh-Hans-modern,明主之所导制其臣者，二柄而已矣。二柄者，刑德也。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-density-xp-songqing-modern-13-huang-zongxi-law-public-not-dynastic-wei-yuan-learn-foreign-techniques-for-strategic-agency-1,huang-zongxi,src-wei-haiguotuzhi-yuanxu-wikisource,《海国图志·原叙》首段，说明著书三旨处,zh-Hans-modern,为师夷长技以制夷而作。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-huang-zongxi-law-public-not-dynastic,huang-zongxi,huang-zongxi-yuanfa,《明夷待访录·原法》首段,lzh,三代以上有法，三代以下無法。何以謂之有法？藏天下於天下者也。何以謂之無法？藏天下於筐篋者也。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-huang-zongxi-world-primary-ruler-guest,huang-zongxi,huang-zongxi-yuanjun,《明夷待访录·原君》第三段,lzh,古者以天下為主，君為客，凡君之所畢世而經營者，為天下也。今也以君為主，天下為客，凡天下之無地而得安寧者，為君也。,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-sq-cross-huang-kang-public-world-1,huang-zongxi,src-kang-datongshu-yibu-wikisource,《大同书·乙部》“去国界合大地”条,zh-Hans-modern,至于公政府之时，天下统一，天下为公。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-hz-gu-public-responsibility-1,huang-zongxi,huang-zongxi-yuanfa,《明夷待访录·原法》首段,zh-Hans-modern,藏天下於天下者也。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-hz-public-world-law-1,huang-zongxi,huang-zongxi-yuanfa,《明夷待访录·原法》首段,zh-Hans-modern,何以謂之有法？藏天下於天下者也。何以謂之無法？藏天下於筐篋者也。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-density-xp-hantang-songqing-10-huangbo-one-mind-no-external-buddha-lu-jiuyuan-mind-universe-1,huangbo-xiyun,lu-jiuyuan-zashuo-22,《陆九渊集》卷三十六〈年谱〉，少年读“宇宙”二字条,zh-Hans-modern,宇宙便是吾心，吾心即是宇宙。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-huangbo-one-mind-no-external-buddha,huangbo-xiyun,src-huangbo-chuanxin-t48,"T48, no. 2012A, p.379c，正文首段",zh-Latn-chan-classical,諸佛與一切眾生，唯是一心，更無別法……但是眾生著相外求，求之轉失，使佛覓佛，將心捉心。,2026-07-17,locator-reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review
ex-rel-huangbo-linji-teacher-disciple-1,huangbo-xiyun,src-linji-lu-t47,T47 no.1985行录，临济在黄檗会下问佛法大意段,zh-Hans-modern,师初在黄檗会下，行业纯一。首座乃叹曰：虽是后生，与众有异。遂问：上座在此多少时？师云：三年。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-huangdi-medical-tradition-regulated-life,huangdi,src-huangdi-neijing-shanggutianzhen-ctext,《黄帝内经素问·上古天真论》第一节，黄帝问、岐伯答段,lzh,岐伯对曰：上古之人，其知道者，法于阴阳，和于术数，食饮有节，起居有常，不妄作劳，故能形与神俱。,2026-07-17,locator-reviewed,legendary-founders-2026-07-15-a,legendary-founders-2026-07-15-a
ex-rel-huangdi-medical-image-jikang-nourishing-life-1,huangdi,src-huangdi-neijing-shanggutianzhen-ctext,《黄帝内经素问·上古天真论》第一节，黄帝问、岐伯答段,zh-Hans-modern,食饮有节，起居有常，不妄作劳，故能形与神俱。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-ultimate-ap-cc-03-huangdi-life-tu-embedded-1,huangdi,src-huangdi-neijing-shanggutianzhen-ctext,《黄帝内经素问·上古天真论》第一节，黄帝问、岐伯答段,zh-Hans-modern,岐伯对曰：上古之人，其知道者，法于阴阳，和于术数，食饮有节，起居有常，不妄作劳，故能形与神俱。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-6d68ce60c20865-1,hui-shi,src-fanzhen-shenmie,《梁書》卷四十八〈儒林·范縝傳〉所载〈神滅論〉开篇问答,zh-Hans-modern,形者神之質，神者形之用……神之於質，猶利之於刃；形之於用，猶刃之於利……豈容形亡而神在？,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-hui-shi-great-one-small-one,hui-shi,src-zhuangzi-tianxia-ctext,《庄子·天下》“惠施多方”后所列历物十事第一条,zh-Hant,至大无外，谓之大一；至小无内，谓之小一。,2026-07-17,locator-reviewed,classical-2026-07-14-a,classical-2026-07-14-a
ex-huineng-intrinsically-pure-self-nature,huineng,src-huineng-tanjing-cbeta,"T48, no. 2008, 卷1〈行由第一〉，p. 349a（开示“菩提自性”段）",zh-Latn-buddhist-classical,善知識！菩提自性，本來清淨，但用此心，直了成佛。,2026-07-17,locator-reviewed,codex-medieval-source-review,codex-medieval-source-review
ex-rel-huineng-mazu-mind-1,huineng,src-mazu-jingde,T51 no.2076卷六马祖章,zh-Hans-modern,各信自心是佛，此心即是佛心。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-rel-huineng-shenhui-no-thought-1,huineng,src-shenhui-xianzongji,《显宗记》开篇,zh-Hans-modern,无念为宗，无作为本。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-density-c-0d0a6331cf1572-1,huiyuan,bai-tongdong-against-equality-2019,"Against Political Equality, book abstract and chap. 3 “A Confucian Hybrid Regime”",zh-Hans-modern,Confucian-inspired meritocratic characteristics combined with democratic elements and a quasi-liberal system of laws and rights,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-huiyuan-monastic-autonomy,huiyuan,src-huiyuan-shamen,"T52, no. 2102, 卷5〈沙門不敬王者論·出家第二〉",zh-Latn-buddhist-classical,出家則是方外之賓，迹絕於物……是故凡在出家，皆遁世以求其志，變俗以達其道。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-ultimate-wt-cc-03-huiyuan-autonomy-jiang-legitimacy-1,huiyuan,src-huiyuan-shamen,"T52, no. 2102, 卷5〈沙門不敬王者論·出家第二〉",zh-Hans-modern,出家則是方外之賓，迹絕於物……是故凡在出家，皆遁世以求其志，變俗以達其道。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-wt-lq-02-huiyuan-autonomy-kang-world-1,huiyuan,src-huiyuan-shamen,"T52, no. 2102, 卷5〈沙門不敬王者論·出家第二〉",zh-Hans-modern,出家則是方外之賓，迹絕於物……是故凡在出家，皆遁世以求其志，變俗以達其道。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-negative-56-ji-kang-sound-without-emotion-xu-fuguan-heart-fasting-artistic-subject-1,ji-kang,src-xu-fuguan-art-spirit-manuscript,PDF第73—93页，〈第六节 心斋与知觉活动〉开篇及〈艺术精神的主体〉段,zh-Hans-modern,莊子所把握的心，正是藝術精神的主體。莊子本無意於今日之所謂藝術；但順莊子之心所流露而出者，自然是藝術精神。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-ji-kang-nourishing-life-unifies-body-spirit,ji-kang,src-jikang-yangshenglun,《养生论》形神相亲、导养得理段,lzh,形恃神以立，神须形以存……导养得理，以尽性命，上获千余岁，下可数百年。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-ji-kang-sound-without-emotion,ji-kang,src-jikang-shengwuailelun-ctext,《嵇中散集》卷五〈聲無哀樂論〉，东野主人答秦客“声音有自然之和”段,zh-Latn-classical,音聲有自然之和，而無係於人情……躁靜者，聲之功也；哀樂者，情之主也。,2026-07-17,locator-reviewed,codex-medieval-source-review,codex-medieval-source-review
ex-rel-jikang-sound-cultivation-1,ji-kang,src-jikang-yangshenglun,《养生论》形神相亲段,zh-Hans-modern,形恃神以立，神须形以存。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-density-negative-09-jiang-qing-triple-political-legitimacy-yan-fu-free-speech-civil-society-1,jiang-qing,iep-modern-chinese-expansion,"section 4.a ‘Yan Fu and Western Learning’, paragraph 2",zh-Hans-modern,freedom of speech as the foundation of a civil society,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-jiang-qing-triple-political-legitimacy,jiang-qing,jiang-qing-humane-authority-2013,"A Confucian Constitutional Order, chap. 1, section “Threefold Legitimacy”",en,"three kinds of legitimacy—that of heaven, earth, and the human",2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-density-c-17e22c26258b2a-1,jiao-xun,wikisource-cai-education-1900,《一九〇〇年以来教育之进步》‘教育之高尚理想’,zh-Hans-modern,教育者，養成人格之事業也。使僅僅為灌注知識、練習技能之作用，而不貫之以理想，則是機械之教育。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-density-xp-songqing-modern-02-jiao-xun-nature-capacity-through-practice-liang-qichao-renew-the-people-1,jiao-xun,wikisource-xinminshuo,《新民说》第二节‘论新民为今日中国第一急务’,zh-Hans-modern,新民为今日中国第一急务。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-songqing-modern-03-jiao-xun-nature-capacity-through-practice-cai-yuanpei-education-personality-1,jiao-xun,wikisource-cai-education-1900,《一九〇〇年以来教育之进步》‘教育之高尚理想’,zh-Hans-modern,教育者，養成人格之事業也。使僅僅為灌注知識、練習技能之作用，而不貫之以理想，則是機械之教育。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-songqing-modern-09-jiao-xun-nature-capacity-through-practice-he-lin-confucianism-organic-renewal-1,jiao-xun,src-he-lin-wenhua-yu-rensheng-scan,《文化与人生》第一篇〈儒家思想的新开展〉开篇,zh-Hans-modern,就其在變遷中、發展中、改造中以適應新的精神需要與文化環境的有機體而言，也可以說是最新的新思想。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-jiao-xun-nature-capacity-through-practice,jiao-xun,jiao-xun-mengzi-zhengyi,《孟子正义》卷二十六，释“人皆有不忍人之心”及“能”字段,lzh,性者，生之質也；善者，性之能也。能善而後謂之善，非不學不慮而善已成也。,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-jin-yuelin-dao-formed-stuff-unity,jin-yuelin,src-jinyuelin-hu-theory-dao-wiley,章内“Form and Stuff”及“Reality and Process”两节,en,"dao can be analyzed into elements, namely, matter (or stuff) and form",2026-07-17,locator-reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a
ex-modern-density-jin-fengyoulan-system-metaphysics-1,jin-yuelin,iep-feng-youlan-expansion,"section 2.b, paragraphs 2–5",zh-Hans-modern,the ontological relationship between the universal and the particular,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-density-c-311a0eaa0aade4-1,jizang,yang-guorong-philosophical-horizons-2019,"Philosophical Horizons, chap. 1 “Metaphysics and the Metaphysical,” pp. 1–22; chap. 7, pp. 183–210",zh-Hans-modern,the original unity of being and the manifestations of being,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-jizang-two-truths-pedagogical,jizang,src-jizang-erdi,"T45, no. 1854, 卷1〈釋名第一〉开篇",zh-Latn-buddhist-classical,二諦者，蓋是言教之通詮，相待之假稱。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-ultimate-wt-cc-05-jizang-two-truths-lao-method-1,jizang,src-jizang-erdi,"T45, no. 1854, 卷1〈釋名第一〉开篇",zh-Hans-modern,二諦者，蓋是言教之通詮，相待之假稱。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-wt-lq-04-jizang-pedagogy-hushi-verification-1,jizang,src-jizang-erdi,"T45, no. 1854, 卷1〈釋名第一〉开篇",zh-Hans-modern,二諦者，蓋是言教之通詮，相待之假稱。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-negative-11-kang-youwei-great-unity-abolish-national-boundaries-qian-mu-cultural-subjectivity-without-rejecting-western-methods-1,kang-youwei,src-qianmu-political-institutions-ntu,论文摘要，第2—4句,zh-Hans-modern,he never opposed the use of either modern or western approaches,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-kang-youwei-great-unity-abolish-national-boundaries,kang-youwei,src-kang-datongshu-yibu-wikisource,《大同书·乙部》“去国界合大地”条，第四项,lzh,至于公政府之时，天下统一，天下为公。,2026-07-17,locator-reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a
ex-density-c-2d94d6376c0e56-1,king-wen-zhou,src-heyan-daolun-liezi-zhu-ctext,《列子》卷一〈天瑞〉张湛注引何晏《道论》,zh-Hans-modern,有之為有，恃無以生；事而為事，由無以成。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-king-wen-textual-tradition-qian-constancy,king-wen-zhou,src-zhouyi-qian-ctext,《周易》经文，乾卦卦辞,lzh,乾：元亨，利贞。,2026-07-17,locator-reviewed,legendary-founders-2026-07-15-a,legendary-founders-2026-07-15-a
ex-rel-kingwen-textual-qian-wangbi-commentary-1,king-wen-zhou,src-zhouyi-qian-ctext,《周易》乾卦卦辞,zh-Hans-modern,乾：元亨，利贞。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-kuiji-consciousness-only-not-nihilism,kuiji,src-kuiji-chengweishi-shuji,"T43, no. 1830, 卷1，p. 229a-b，序释“唯识”名义段",zh-Latn-buddhist-classical,唯遮境有，識簡心空。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-ultimate-wt-cc-06-kuiji-consciousness-fengqi-knowing-1,kuiji,src-kuiji-chengweishi-shuji,"T43, no. 1830, 卷1，p. 229a-b，序释“唯识”名义段",zh-Hans-modern,唯遮境有，識簡心空。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-wt-lq-05-kuiji-consciousness-xiong-wisdom-1,kuiji,src-kuiji-chengweishi-shuji,"T43, no. 1830, 卷1，p. 229a-b，序释“唯识”名义段",zh-Hans-modern,唯遮境有，識簡心空。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-lao-szekwang-fundamental-question-method,lao-sze-kwang,src-lao-szekwang-method-sinica,PDF第74—76页“基源研究法”讨论，转引《新编中国哲学史》卷一第14—15页,zh-Hant-modern,現在基源問題的研究法，即是對一定材料施以理論的照明的方法。,2026-07-17,locator-reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review
ex-modern-density-lao-xu-method-history-1,lao-sze-kwang,src-lao-szekwang-method-sinica,"PDF pp. 74–76, discussion of the fundamental-question method",zh-Hans-modern,基源研究法,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-modern-density-lao-zhangdainian-reconstruction-method-1,lao-sze-kwang,wiley-zhang-dainian-creative-synthesis-2002,"chapter 12, title and overview",zh-Hans-modern,Creative Synthesis and Chinese Philosophy,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-density-negative-18-laozi-wuwei-transformation-han-fei-two-handles-1,laozi,src-hanfeizi-erbing-ctext,《韩非子·二柄》开篇,zh-Hans-modern,明主之所导制其臣者，二柄而已矣。二柄者，刑德也。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-density-negative-19-laozi-wuwei-transformation-shen-buhai-technique-name-performance-1,laozi,src-hanfeizi-dingfa-ctext,《韩非子·定法》，比较申不害之术与商鞅之法段,zh-Hans-modern,术者，因任而授官，循名而责实，操杀生之柄，课群臣之能者也，此人主之所执也。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
ex-density-negative-58-laozi-language-dao-xunzi-rectification-names-1,laozi,ctext-xunzi,Xunzi 22 / 《荀子·正名》,zh-Hans-modern,制名以指实，上以明贵贱，下以辨同异。名定而实辨，道行而志通。,2026-07-17,locator-reviewed,codex-negative-density-2026-07-17,codex-negative-density-2026-07-17
